index,SMILES,PubChem_CID,xtb_optimized,error,xyz_file,MW,ExactMW,LogP,MolMR,TPSA,HBD,HBA,RotBonds,ArRings,ArHetRings,AlRings,Rings,Heteroatoms,FractionCSP3,BertzCT,Chi0v,Chi1v,Kappa1,Kappa2,LabuteASA,NumStereocenters,n_CHO,gasteiger_CHO_C,gasteiger_CHO_O,gasteiger_maxpos,gasteiger_minneg,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_CHO_C,mulliken_CHO_O,fukui_plus_CHO_C,fukui_minus_CHO_C,fukui_0_CHO_C,dual_descriptor_CHO_C,wbo_CO,xtb_alpha0,xtb_C6,pa_CHO_O,vbur_CHO_C,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,wfn_HOMO,wfn_LUMO,wfn_gap,adch_CHO_C,adch_CHO_O,adch_fukui_plus_CHO_C,adch_fukui_minus_CHO_C,adch_fukui_minus_CHO_O,qtaim_rho_CO,qtaim_lap_CO,qtaim_ell_CO
153778,CC1(C=C(C(=CC1C2=CC=NN2)CCC3=C(C(=NN3C)CC4CC4)Br)F)CC=O,175954808,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000000_153778.xyz,461.379,460.127402,4.9633,113.0477,63.57,1,3,8,2,2,2,4,7,0.5,957.870543,18.375907,10.928822,20.260818,8.012815,178.135803,2,1,0.120384,-0.303367,0.189655,-0.303367,-84.89915431991,-10.3819,-7.6439,2.738,7.3893,0.414,-3.90165,3.48765,2.182397,4.893,0.218514,-0.319986,0.03658,-0.001693,0.017444,0.038273,1.929355,289.6189,35577.29,46.8069,51.6365,7.7021,3.1574,13.197,658.9912,20.1069,-10.381948,-7.643876,2.738072,0.101038,-0.306719,0.064021,0.004638,0.028498,0.403556,0.021193,0.152915
165094,CC[C@@]1(CCC[C@H]1C[N+](=O)[O-])C=O,25105413,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000001_165094.xyz,185.223,185.105193,1.6585,47.9904,60.21,0,3,4,0,0,1,1,4,0.888889,216.905354,7.862193,4.725139,10.15285,3.852472,77.467455,2,1,0.12616,-0.302758,0.207136,-0.302758,-41.953450260227,-11.2229,-8.3331,2.8898,8.9881,0.35,-4.66905,4.31905,2.523706,5.491,0.215259,-0.329177,0.057949,0.004823,0.031386,0.053126,1.913924,120.362,6726.58,30.1255,63.1179,5.2215,2.7542,6.1067,357.0861,16.6652,-11.222874,-8.333117,2.889757,0.072686,-0.290792,0.092035,0.015241,0.151168,0.403031,0.018961,0.142328
71322,C1CC(C1)(CC2=CC=C(S2)Cl)C(C/C=C/[C@H]3[C@@H](CC([C@@H]3C/C=C\CCCC=O)F)O)O,89193960,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000002_71322.xyz,469.062,468.190122,6.0721,125.2526,57.53,2,4,12,1,1,2,3,6,0.64,757.703179,19.538549,12.641568,24.628866,11.736702,193.563474,5,1,0.119502,-0.303403,0.21049,-0.392392,-95.549344875558,-10.5387,-7.2026,3.3361,7.2923,0.4138,-3.85305,3.43925,2.158319,4.738,0.21406,-0.321815,0.050626,0.003013,0.026819,0.047613,1.924463,321.0102,44555.09,42.6938,41.6005,10.3675,1.9906,15.0027,712.1677,20.1852,-10.538749,-7.202608,3.336141,0.094756,-0.306783,0.082834,0.019109,0.061139,0.404141,0.010753,0.154703
110151,C=C(C1CC1)NC(=O)C2=C(SC3=C2CCC(C3)(F)F)NC(=O)C4CCCCC4C=O,145685308,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000003_110151.xyz,436.524,436.16322,4.4694,110.7629,75.27,2,4,6,1,1,3,4,8,0.590909,891.188992,17.585888,11.391437,21.15384,8.209518,177.848989,2,1,0.123365,-0.303062,0.258195,-0.325928,-91.159910654139,-10.4343,-7.5791,2.8552,7.438,0.7127,-4.07535,3.36265,2.469552,5.939,0.215021,-0.319737,0.028134,0.001538,0.014836,0.026596,1.925466,282.9119,34819.06,61.02,52.2212,5.9371,1.9286,13.0981,667.0876,19.8388,-10.43428,-7.579076,2.855204,-0.007118,-0.266895,0.016272,-0.034141,0.094142,0.404103,0.014452,0.145683
129378,CC(C)C1=C2C(=CC(=N1)N3CCCC4=CC(=C(C=C43)C(F)F)/C(=C/N)/C=N)C(=CN2)C=O,166982532,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000004_129378.xyz,437.494,437.202717,5.46987,123.2443,98.86,3,5,6,3,2,1,4,8,0.291667,1228.84289,17.953427,10.515832,21.673331,8.529455,184.195568,0,1,0.151701,-0.297811,0.264025,-0.404055,-92.303756659847,-9.4544,-7.3844,2.07,6.4472,0.5527,-3.49995,2.94725,2.078149,2.871,0.206348,-0.36492,0.029457,0.001988,0.015723,0.027469,1.809928,302.6131,38017.19,69.6425,44.3656,10.9209,2.1944,11.5886,657.8792,20.6671,-9.454381,-7.384357,2.070024,0.099991,-0.352513,0.051578,0.010951,0.039063,0.396604,-0.122385,0.17987
17935,CC1=CC2=C(C=C3[C@]4(C[C@]4([C@H]([C@H]5[C@]3(O2)CC(C5)(C)C)O)C)C=O)C(=O)O1,10981156,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000005_17935.xyz,356.418,356.162374,2.86882,94.7838,76.74,1,5,1,1,1,4,5,5,0.619048,940.210094,15.588278,9.294596,16.305057,4.328888,151.593189,5,1,0.130526,-0.30238,0.346496,-0.481419,-77.566490338235,-9.999,-7.5317,2.4673,7.3265,0.4411,-3.8838,3.4427,2.190708,7.552,0.212153,-0.345062,0.03642,0.001278,0.018849,0.035142,1.861845,238.7741,25214.1,52.0625,60.1035,7.7156,2.9513,8.7849,543.0278,19.7127,-9.999022,-7.531664,2.467358,0.102387,-0.321244,0.060465,0.014592,0.051193,0.400344,-0.053168,0.169022
140990,CC[C@@](CCN(CCCCC1=NC2=C(CCCN2)C=C1)C[C@@H](COC)F)(C=O)N,173912568,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000006_140990.xyz,408.562,408.290055,2.7454,115.0881,80.48,2,6,14,1,1,1,2,7,0.727273,630.829869,17.960921,10.826145,23.706444,12.19973,173.939425,2,1,0.139347,-0.301317,0.161591,-0.381621,-90.547137275869,-9.4118,-7.2897,2.1221,6.3741,-0.3183,-3.0279,3.3462,1.369939,0.871,0.201624,-0.327072,0.07738,0.001971,0.039676,0.075409,1.923791,290.956,37508.11,53.2326,57.2336,7.8233,3.1017,14.3757,731.1388,18.5701,-9.411776,-7.289654,2.122122,-0.026473,-0.263573,0.149889,0.100189,0.004582,0.402129,0.018776,0.136598
12007,C1CC(CNC1)NC(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O,88947011,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000007_12007.xyz,380.469,380.119463,3.5682,107.6712,78.43,3,5,4,3,1,1,4,6,0.238095,1005.829409,15.513035,9.798533,17.700797,7.50206,160.576291,1,1,0.1539,-0.297722,0.293129,-0.507186,-76.469910930695,-9.8472,-8.2613,1.5859,6.9723,1.3795,-4.1759,2.7964,3.117963,5.528,0.199363,-0.393279,0.023055,0.001314,0.012184,0.021741,1.731998,270.4969,29625.68,57.7331,48.7427,13.3802,1.7952,12.953,621.1994,20.0292,-9.847244,-8.261303,1.585941,0.09212,-0.345728,0.042687,0.007061,0.046426,0.385613,-0.174827,0.160567
140929,CNCC1=C(C(=NC(=C1F)NC2CCCC[C@@H]2N)C(=CN)C=NC)C=O,173888387,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000008_140929.xyz,362.453,362.223038,1.4346,102.7807,118.42,4,7,7,1,1,1,2,8,0.5,703.412001,15.257626,8.755614,19.997582,9.39761,152.70175,2,1,0.152187,-0.297796,0.170196,-0.404009,-78.622237846634,-9.2947,-7.4057,1.889,6.6007,0.2534,-3.42705,3.17365,1.850341,6.229,0.200872,-0.380449,0.035744,-0.00145,0.017147,0.037194,1.783628,254.1142,27756.28,71.1161,57.5335,11.5986,2.8032,7.7936,625.6596,19.0076,-9.294681,-7.405663,1.889018,0.074979,-0.362577,0.066848,0.006935,0.044269,0.394534,-0.146096,0.169801
174103,C[C@H]1CC[C@@H](C2=C(C(=C3C(=C12)OC=N3)C)I)[C@@H](C)C=O,134954504,True,,/scratch-local/schen3.23697409/desc_23697353_4/xyz/000009_174103.xyz,383.229,383.038227,4.55672,87.081,43.1,0,3,2,2,1,1,3,4,0.5,676.656976,14.100138,8.14028,14.045264,5.130778,131.829053,3,1,0.122904,-0.303076,0.181505,-0.443154,-58.345408811235,-10.7469,-7.3957,3.3512,7.9516,0.2148,-4.0832,3.8684,2.154964,3.747,0.218462,-0.333498,0.042182,-0.001295,0.020443,0.043477,1.921031,216.4191,19302.08,46.3053,62.433,5.5225,2.1695,7.8151,469.4212,20.3672,-10.746919,-7.395716,3.351203,0.109779,-0.309086,0.075027,0.016278,0.069963,0.401888,0.036142,0.136696
