id,bde_gxtb_kcal
33844,83.232
206272,99.577
6526,102.427
209881,101.494
30025,105.664
111553,107.05
15012,113.458
14645,103.222
104438,103.358
121797,105.332
109525,104.674
109809,106.655
123715,106.673
25209,107.924
146323,118.642
57902,98.593
118295,105.793
23436,103.106
119061,68.735
120836,103.739
200802,105.891
176591,111.651
146537,106.845
112114,83.833
27645,104.782
184862,87.29
26438,108.258
31893,105.147
183238,99.087
26706,112.763
206922,106.021
12649,108.437
57810,105.628
8126,107.446
24194,
209949,109.469
66060,104.703
210321,108.365
117891,111.578
102009,98.522
26331,93.6
12399,103.682
186567,106.985
119763,107.892
117201,120.982
214399,106.91
51856,85.755
212884,109.139
198264,109.16
183244,99.745
23341,131.877
50307,108.418
11990,108.222
124626,110.106
22077,108.263
215286,113.533
72833,106.301
203987,113.359
23023,104.226
220794,119.858
55428,70.097
137838,107.557
215258,105.516
129294,106.762
113600,104.623
118656,115.853
219260,105.318
118021,99.946
207727,107.152
209362,105.522
34759,92.109
35971,105.885
3427,110.67
88449,100.653
22994,84.758
184474,102.178
206771,99.51
97250,67.412
60814,109.646
115590,93.448
1633,115.373
53081,101.098
109391,109.544
117074,96.772
10513,106.73
27353,109.478
103758,101.926
110370,105.659
118936,105.922
114545,100.254
132925,106.463
123679,103.707
210887,108.351
65934,105.978
203991,106.773
50352,111.13
96394,
29159,105.603
8892,106.691
12122,104.245
217095,133.659
110509,102.535
210017,114.742
202097,104.224
77156,108.98
111825,102.87
138181,104.675
17199,110.529
12275,
123893,85.503
109844,104.734
101748,106.268
2732,105.276
12165,102.826
21769,106.407
146069,105.449
113954,73.019
110907,105.803
22250,109.138
148482,98.176
117332,105.341
24367,105.535
216461,104.96
119002,105.951
93533,104.575
211346,113.736
110040,101.919
22226,107.723
1646,98.019
202656,107.127
23062,102.87
54464,110.317
109661,106.916
19146,108.045
62235,104.841
216557,112.316
103278,108.355
25860,106.164
95538,106.597
206734,93.785
184705,101.6
114647,104.271
110979,108.654
112696,106.326
14225,101.611
125801,90.784
46114,107.134
210247,99.738
147331,102.714
3839,107.295
111723,107.643
184444,102.521
117078,114.045
201840,102.687
86796,103.097
124315,100.275
24442,107.182
75397,105.859
212040,105.908
27739,103.88
27318,110.485
29290,101.226
216567,109.586
109238,107.008
117242,107.842
21022,106.606
119329,105.989
210391,105.786
151200,106.276
24982,110.96
26238,109.002
23097,89.638
80208,111.065
148767,106.389
26158,113.969
99202,107.148
117130,109.819
59081,98.509
18,105.497
70782,124.395
