id,bde_gxtb_kcal
187122,103.466
17395,72.238
23699,104.791
115253,108.263
209541,108.064
25538,108.89
46842,106.986
151281,106.672
59154,98.176
27811,102.066
5445,112.063
151312,102.379
3133,105.286
15585,94.65
113885,103.769
216682,
114882,75.994
203706,119.536
80381,105.657
112907,104.55
21970,110.31
151335,103.792
11993,105.226
113877,108.682
21489,116.795
26565,103.541
8090,106.832
216377,106.068
203971,110.705
36841,106.478
205041,127.498
25205,103.109
27179,100.675
52673,106.104
216630,108.917
216639,110.579
33912,100.644
115565,106.331
187147,105.372
215208,111.286
24165,
216581,106.481
146181,107.969
149211,107.668
25903,106.745
133053,106.978
146093,104.92
215309,96.875
10506,101.777
57833,102.884
4783,104.369
111324,91.827
62488,106.109
63985,106.478
26127,124.681
15849,105.926
69226,106.743
21910,106.933
15162,102.494
203743,104.012
61667,104.439
114797,70.979
44802,101.25
110206,102.288
114926,107.891
146769,106.276
122434,109.947
108870,112.997
15594,103.143
186042,107.326
1167,104.112
116804,127.188
10100,101.112
27136,76.982
182913,107.492
219049,107.362
200808,104.164
137533,108.059
21086,108.457
208172,105.011
191,92.618
214804,106.25
11217,105.571
30036,106.487
183241,104.437
15060,107.917
24210,
134,105.475
134645,104.167
75906,107.092
219743,108.307
25424,107.998
73571,57.744
28871,110.872
201322,105.63
198575,103.446
114191,105.588
8539,109.735
4800,107.667
34821,98.679
6165,105.865
216790,109.857
22138,106.342
52193,95.369
136901,105.376
58682,102.296
171216,104.296
202387,108.791
16766,106.168
201514,109.84
34925,106.982
12255,104.843
16007,67.291
211825,104.817
26496,105.821
117268,106.816
220636,78.882
198354,102.407
107337,107.264
115632,107.862
18653,104.107
96062,102.509
210786,111.68
198032,103.998
21816,106.724
211598,106.793
16214,107.195
26502,109.474
24798,109.325
851,105.128
117775,112.535
214230,105.959
5820,105.087
132829,103.28
96602,109.543
112095,84.789
118806,101.02
84934,105.44
32339,108.075
14694,110.77
99199,101.143
111445,110.365
113288,105.429
101226,97.909
15032,105.803
128159,100.63
26505,110.463
209349,113.294
121945,108.584
111537,105.766
184709,104.251
11456,107.233
184527,101.472
15315,103.561
216456,112.671
213704,109.315
138206,102.475
113058,108.115
42486,106.41
23127,107.534
18830,105.653
23926,103.384
24329,100.838
11789,102.564
64073,107.837
12398,99.854
78301,105.015
114164,
23056,108.235
214356,105.454
182197,79.574
12338,104.752
146716,108.108
151841,107.745
19168,110.48
126022,68.532
16384,101.558
118087,66.83
46344,103.133
26488,109.374
171614,104.54
36058,105.877
210966,104.308
26136,109.15
109541,115.816
5484,109.469
134309,104.507
96299,104.2
35237,86.778
78691,112.771
119804,85.486
26057,104.735
209632,106.233
117931,102.04
213389,110.598
201673,97.511
102180,104.073
43419,56.858
23076,99.538
120268,106.815
50559,106.087
62003,102.102
146703,107.928
14895,106.489
214990,85.113
176635,108.005
125437,109.15
117264,92.12
20187,109.931
198017,104.847
24077,
117362,108.26
117077,111.333
116870,106.085
206235,107.498
22352,104.372
117037,113.112
115034,111.905
21253,107.722
182954,108.265
118883,84.196
200941,107.173
184720,101.456
97606,96.07
122324,109.378
18814,110.915
123373,106.174
117204,124.14
109324,99.577
200081,101.862
216937,116.913
27955,110.807
18709,100.652
216940,107.501
212337,108.234
22983,128.88
110731,113.176
116088,106.77
45687,110.537
218044,106.767
75451,79.424
209933,105.8
206277,110.31
207084,105.783
98559,108.301
8490,107.978
16011,107.193
35329,105.325
117063,102.106
24138,
24449,111.766
48313,101.14
2845,65.939
47418,68.198
43333,112.753
198566,114.488
182207,107.512
25517,113.611
8484,106.749
205087,106.366
107169,-21.413
146518,105.847
117180,111.213
8548,112.424
39433,106.132
109605,104.825
25294,103.106
52835,99.938
27362,108.77
15165,107.184
185519,104.835
55737,101.626
152436,109.764
184596,103.892
10396,109.859
16801,105.482
25224,123.56
66029,103.791
21377,104.723
870,104.057
136902,107.416
77532,102.317
104015,105.897
203518,105.06
34479,112.231
104380,72.004
82499,101.324
110192,102.769
22087,111.433
16046,103.131
110773,107.817
69444,111.512
24135,
18860,110.253
1590,115.169
111241,106.066
11937,105.211
24099,
218198,105.683
96252,102.884
200123,107.001
215034,102.946
220603,106.047
86908,105.495
112435,105.786
26915,110.225
6738,106.42
51322,74.519
117901,112.953
96590,107.037
25884,112.675
176526,100.085
36202,105.975
118187,113.206
151443,103.359
22829,109.335
205845,106.093
109317,113.076
110574,94.379
25908,105.279
204455,107.821
102694,104.803
43280,98.708
18484,104.901
92097,106.403
117125,99.511
122106,
182086,107.756
12371,97.499
114856,106.62
183245,100.109
22952,102.516
209498,102.872
121205,105.497
154798,103.569
5662,106.246
5417,116.072
24107,
50811,97.25
118972,105.185
23867,104.961
220478,110.248
151305,102.66
26278,107.628
202045,105.819
29040,105.679
53631,106.084
154809,102.758
30190,106.547
210360,104.873
110368,105.659
43774,102.929
23304,102.793
22984,128.88
129988,103.691
97246,105.897
151202,96.831
182799,108.171
38499,107.204
200938,100.454
116876,109.362
211728,102.89
200892,105.714
210423,107.653
25148,105.572
12320,107.625
73745,109.951
215719,106.245
184697,102.26
110114,102.464
216862,107.007
17721,107.724
201097,107.33
102788,102.522
118699,100.798
152577,105.711
210682,69.33
80165,108.349
25435,110.026
19851,106.392
213503,97.892
12252,113.135
118524,111.119
112023,107.91
21516,105.757
35691,106.603
3481,105.287
145874,107.669
83557,118.822
212511,108.847
8571,108.239
211993,105.477
202339,64.721
25055,107.806
25493,107.072
25458,105.254
77517,105.373
200989,103.795
12616,109.421
116064,105.85
209414,111.666
379,109.312
18474,109.22
51665,104.625
175589,104.795
122614,108.947
79869,105.442
120081,97.766
216023,105.78
216167,107.99
96139,104.416
215963,106.197
212776,109.073
29169,89.678
148717,105.288
38885,107.666
104186,106.091
96002,104.19
210057,108.689
72996,107.37
25405,
24735,115.335
114681,90.587
23827,108.215
217074,105.485
110562,110.259
50623,24.142
146067,105.571
134413,101.478
27153,105.588
19161,113.885
18665,108.033
5784,110.108
75067,103.733
203193,111.799
198273,104.603
493,105.535
5413,112.997
202694,110.908
217638,108.61
216914,115.671
172114,111.244
124161,107.152
96278,65.087
55112,135.615
115,116.469
15382,107.793
110258,105.922
12594,105.969
45846,95.119
117220,103.021
80419,105.15
113071,102.737
398,104.609
209754,103.176
96196,97.018
18371,103.582
171443,107.903
201376,102.031
111949,105.748
151249,102.22
209477,123.231
214536,105.32
81481,111.269
89866,110.989
113085,107.657
211678,109.736
90225,109.288
116711,109.576
115348,106.725
20830,105.666
149096,105.529
62290,108.888
102112,111.049
22372,93.14
148283,106.937
68667,105.498
104070,105.155
210133,109.789
145743,107.482
19439,107.247
20008,106.396
216061,107.536
11454,110.842
207051,81.757
76937,103.853
17393,97.834
21733,110.501
200057,98.612
219630,111.865
18501,100.638
176502,105.892
88200,111.119
26531,107.717
97575,106.955
212410,106.785
109914,108.538
117557,106.975
37814,106.826
134474,105.41
176321,102.248
18919,103.813
96293,96.667
89694,104.7
182424,105.655
96679,118.665
125372,75.9
21369,106.235
61360,111.296
113325,63.548
44265,103.115
220347,107.931
220821,109.993
111065,107.562
110629,105.787
8531,118.101
74345,
56702,108.732
118190,106.951
26306,108.71
8588,107.976
205050,108.936
18529,104.892
26495,107.91
121153,108.378
151213,103.693
112640,105.571
64006,104.64
211104,110.098
29297,106.014
126049,108.241
22549,107.986
110147,107.188
91943,104.02
54445,120.678
112579,102.518
52480,106.754
89983,106.563
19005,63.335
21125,110.9
16442,108.178
214441,107.434
215846,105.442
3840,107.552
58427,102.024
49612,107.262
54678,110.007
2514,97.651
201532,110.969
208368,106.842
206940,105.916
78666,111.592
5750,106.844
96190,105.279
217927,112.033
216894,102.844
184461,104.245
114048,69.706
25813,106.282
67384,104.862
118811,113.458
22270,108.239
210408,105.158
70340,105.29
71623,109.947
1211,93.249
850,101.611
185753,105.259
151426,101.049
105389,111.828
151871,102.949
208798,107.701
14991,108.578
111795,100.308
124616,104.848
216309,108.517
114193,106.415
8675,104.922
26921,107.004
118776,110.229
73744,108.705
14931,112.183
135018,107.227
6723,
60269,109.596
109484,110.058
25141,145.653
5796,109.614
102261,129.794
24111,
17398,104.263
206972,103.426
119815,106.665
115274,109.617
5381,98.701
76595,105.115
134303,100.622
10598,105.011
1147,106.532
211519,118.122
113552,107.869
15082,107.185
19721,106.333
53331,105.513
111724,109.268
125386,70.705
18454,104.438
202974,109.348
217888,107.629
114884,87.642
128784,104.147
6816,108.903
27696,103.873
19237,107.829
21051,107.846
118300,107.205
120356,105.311
211093,108.039
181954,107.505
217480,105.769
27752,105.567
185804,103.3
211554,103.264
123176,108.385
67875,109.301
119981,105.264
15114,107.876
22885,104.244
114195,108.893
115811,107.936
112154,111.321
218674,106.995
22957,108.597
24790,110.483
23796,108.756
205575,104.659
200211,109.705
124667,106.094
6688,107.451
81116,
93375,104.73
25135,95.226
27211,111.286
21493,117.358
161380,105.644
151299,108.865
78185,112.513
210095,94.191
8354,106.634
20495,118.101
87929,101.922
214640,102.975
68780,110.301
23906,122.567
118372,112.898
26510,115.684
27529,114.282
8415,105.433
185484,100.989
111199,106.617
86037,106.307
6855,105.625
161426,125.584
112659,107.909
86947,108.553
216644,108.374
11268,104.689
182083,106.317
21897,109.041
110426,103.896
76517,107.503
145965,105.221
184868,113.13
117251,83.649
26559,106.454
151179,106.126
113592,101.558
215535,102.568
117062,114.052
24422,106.633
121987,108.27
3548,106.29
16038,105.774
200684,102.255
50029,106.806
175494,103.193
172181,107.343
200120,72.233
216464,112.145
186611,114.349
126039,109.275
201940,86.91
219238,101.643
87096,101.934
121171,107.212
13076,110.771
118968,105.546
183043,103.596
171061,107.829
113747,105.558
111142,105.29
51843,105.525
218214,114.3
57205,106.498
110278,106.386
30459,116.208
146802,106.765
15050,105.684
26409,123.384
213426,105.701
200171,106.889
19590,99.627
21722,110.882
15433,106.67
209514,111.811
848,111.209
215974,105.264
14956,112.227
206143,97.232
114361,106.176
124733,88.889
97728,118.838
206418,105.6
26538,116.499
209711,105.784
43803,113.775
25631,107.536
145746,105.607
15216,101.011
113157,106.376
24462,109.147
117291,112.022
44545,102.361
131426,129.102
215300,86.907
12392,
185754,103.676
121630,106.96
101015,105.284
209356,107.277
205660,114.375
79196,109.416
109902,104.185
176473,105.389
213772,105.507
15637,107.438
146534,105.174
213309,105.766
111771,107.974
19186,110.931
119,112.675
27623,108.333
214769,104.113
12098,114.69
210789,107.787
136326,105.11
175399,107.538
15292,108.897
68329,108.809
205270,105.555
613,105.5
14970,105.173
151318,104.595
88907,112.34
22594,105.59
181714,106.396
30824,104.243
114921,114.582
27222,119.667
88297,104.958
117269,113.574
40742,100.466
104509,110.501
121248,63.339
18801,101.962
112369,93.429
191615,110.303
89982,111.269
185947,105.28
81068,
64538,105.431
23272,106.263
219512,104.12
14965,99.467
21389,104.582
203141,106.795
83401,106.781
218673,80.757
8127,73.421
117768,106.339
341,107.307
12426,110.135
121943,108.584
115178,97.67
117151,115.037
39211,104.534
175550,99.301
129259,107.34
145878,105.735
26800,106.657
88450,108.068
33460,104.373
217004,110.247
71024,77.4
10135,107.739
177151,109.063
154797,105.051
122711,107.813
5877,105.205
21941,110.737
26499,109.989
89199,102.791
218447,113.073
151234,104.488
24664,107.806
19728,96.572
144404,106.364
152127,106.36
101998,104.31
209431,118.602
4769,105.964
11569,108.371
110689,121.399
220077,65.029
184628,101.922
117072,115.974
15231,99.366
9118,105.712
16324,105.866
203184,74.748
26860,110.043
203768,107.016
73771,108.228
151632,101.3
111145,111.599
79555,108.157
58093,105.029
22174,108.096
186433,102.739
128783,101.507
27613,48.821
16385,106.084
25594,89.861
108026,89.103
207773,106.846
98088,107.814
98316,104.166
35921,110.824
120348,80.065
27072,112.25
24220,
5725,105.61
27036,112.558
6281,106.143
202240,106.747
84907,107.574
198024,105.873
182874,82.089
115922,117.046
18743,110.585
104263,107.56
110119,107.062
59164,111.653
40574,103.327
215030,103.413
184370,102.728
198699,108.238
3550,104.646
6575,106.822
213337,104.187
107175,96.252
107368,106.916
184737,107.19
216938,109.22
148519,110.405
109751,106.313
23798,112.138
206958,110.587
202990,118.43
219408,104.508
71347,106.943
184477,109.511
210527,108.662
22248,100.713
198614,106.969
202840,105.981
21730,118.602
15036,105.382
7752,108.537
110158,94.871
219009,111.541
218383,101.775
201409,107.75
58431,106.428
184356,102.082
185191,85.638
81499,103.94
214437,108.052
22881,98.098
148716,105.288
218109,108.569
207041,110.559
151813,102.441
109383,106.304
108675,109.628
40973,102.68
15329,112.675
3094,105.556
29162,104.545
109349,105.548
185541,104.799
220841,105.742
125494,107.458
15238,104.22
113,110.83
24427,112.127
35398,101.972
58730,103.075
39635,112.069
115240,103.011
172105,105.797
114537,86.077
31675,122.225
209129,108.078
23609,110.214
209195,93.125
95581,103.923
23992,108.376
21832,108.407
23838,130.845
175899,107.632
208354,108.982
110547,109.0
203455,102.264
11286,111.215
23932,110.356
138308,109.019
8143,104.812
25368,110.173
77378,100.058
200115,97.449
5493,106.395
210778,105.897
4667,118.602
81305,98.924
17405,105.385
22402,105.255
16052,103.106
16820,105.822
25413,108.017
25514,111.827
117189,94.635
203998,106.699
208481,101.381
23922,104.864
88295,109.62
3130,103.39
43282,97.869
207193,108.104
118122,88.391
80438,107.925
65957,102.484
118093,110.939
48628,98.287
111667,109.134
21122,102.624
115108,113.703
126338,103.262
26446,114.515
20943,104.873
23933,99.649
146701,105.117
218798,107.716
8508,107.259
208816,106.23
112488,107.407
44631,113.381
93045,102.801
64093,109.787
5626,109.411
51830,102.842
129441,112.955
17185,105.629
213373,113.915
6745,101.814
217521,109.739
21480,106.426
98177,103.391
103768,105.429
18833,111.202
151433,105.135
214785,102.655
25221,78.456
118998,109.341
215343,109.615
216805,112.636
124536,109.308
25134,109.304
208912,104.511
138170,105.319
215362,105.249
218253,104.189
109316,103.498
40570,107.617
12432,105.684
137440,102.245
117358,111.577
29715,104.702
216885,108.7
129160,104.368
23988,107.904
25256,105.65
15367,112.029
113406,91.053
2798,105.925
117163,103.382
20857,74.013
22882,107.188
151291,106.375
10728,106.479
112676,90.64
117556,105.918
118392,108.087
22018,107.171
112695,104.606
210830,106.948
124558,96.373
117136,116.213
212140,102.206
203207,102.886
20951,109.866
263,101.01
209476,115.521
18691,112.875
5780,110.246
8730,106.002
100785,108.564
118257,105.46
124412,106.103
113431,104.106
21514,100.906
40971,103.988
16744,103.428
65322,104.523
77047,107.909
157,106.189
203428,105.14
24273,105.484
206755,106.014
146803,106.832
794,107.245
114628,111.442
24199,
41907,107.186
24562,106.58
3407,134.85
210177,107.261
113606,64.214
202112,104.975
203909,114.58
119007,103.333
209899,107.378
209563,107.055
6821,103.554
67878,109.146
54675,108.961
205373,104.682
131722,
280,106.097
122389,104.215
198029,104.413
116172,108.306
112580,105.166
19510,105.061
201923,69.669
109682,116.566
146239,105.754
26591,110.225
11400,103.99
116773,109.766
12062,110.112
110975,103.697
211320,109.583
25882,106.178
98669,103.449
16474,107.166
114176,106.369
29475,106.489
18525,101.415
148694,109.719
30862,106.065
14841,108.902
15161,108.048
34902,100.339
151868,111.622
151339,106.52
23491,109.963
71218,103.562
219724,104.855
15263,112.424
204529,129.06
151469,108.042
110667,109.728
30476,100.161
218358,109.78
200141,106.279
119000,105.447
5402,115.037
109846,108.794
110660,107.398
102072,109.52
6814,107.859
171059,107.829
206744,107.783
21482,109.943
22388,105.369
210382,113.114
151207,109.651
147310,104.815
205382,126.8
205583,111.895
114572,111.275
126048,124.046
4327,118.602
6246,107.247
44264,104.741
203792,103.981
110734,109.523
110523,108.323
151205,105.381
27196,105.445
210136,110.378
82024,110.293
208625,105.215
17361,106.964
48792,109.692
8445,107.194
15058,111.238
214847,96.116
23282,104.694
182196,110.804
21100,100.862
115885,103.726
16584,111.268
96105,104.02
111231,65.941
98311,100.232
109698,106.306
24518,92.806
3110,104.351
104852,103.787
104481,106.396
43206,101.723
22399,109.193
146774,104.951
171439,102.461
15562,110.503
201548,112.316
218556,102.117
25152,107.09
7532,60.527
24543,112.775
22126,104.535
216584,112.32
217767,106.636
22320,105.591
185514,105.428
151337,105.652
27667,104.56
25080,108.947
119728,101.042
215993,101.023
9821,102.67
25451,108.926
77128,105.561
18888,107.352
24190,
5800,115.083
210869,101.763
112362,92.156
202668,108.027
24373,100.108
25245,106.787
115150,104.516
23879,109.092
109517,106.774
113979,107.192
45677,108.662
183225,102.867
860,105.636
73734,105.441
218869,105.161
117621,94.302
74384,105.647
21238,112.59
24573,105.13
35042,107.463
46327,102.051
11469,103.618
17210,111.376
120772,106.938
175525,100.648
18811,113.175
99596,97.312
106169,104.613
27119,103.592
118608,109.643
184626,104.387
16700,67.769
61,
352,109.321
122461,105.494
203012,107.156
152688,104.985
24428,106.279
132896,106.904
209732,109.301
76939,106.113
55371,106.671
321,112.131
24571,112.462
15197,109.898
114290,110.092
24674,105.608
31111,56.857
115299,102.564
838,118.602
210152,109.948
124708,106.552
211847,105.368
1776,106.288
217930,104.639
125102,104.508
114298,111.295
107925,111.18
26427,113.814
8122,104.605
103689,106.746
147884,111.844
201672,
45006,107.584
4817,102.073
207849,110.072
1948,105.15
181807,89.715
56934,99.084
118223,58.333
220082,109.761
117034,107.793
125097,107.452
15345,99.327
27184,106.572
172113,106.131
120,98.632
58587,108.031
12046,104.498
203751,108.364
212294,59.682
28968,103.567
124376,104.324
117280,112.729
15544,104.124
129912,104.62
12353,105.956
4780,108.235
202135,108.179
205983,113.11
184363,102.336
138651,110.659
92387,109.303
111388,109.193
203726,105.456
206805,101.856
52049,123.969
7659,108.875
195847,109.763
114967,110.216
37242,107.592
217900,103.109
101432,104.8
8883,95.223
6759,106.591
96456,
29182,118.791
16386,105.437
8768,110.612
214669,104.73
206865,109.285
217549,110.128
151615,105.086
67906,118.822
3140,105.879
3107,106.044
182818,105.519
204233,107.491
58017,113.45
101930,101.801
66548,106.901
74277,109.282
115362,115.535
14938,112.424
108799,95.582
215789,105.184
103505,106.065
209882,108.537
3500,108.242
27365,104.732
203427,108.93
206573,107.248
14990,101.832
183192,113.715
203292,104.79
283,106.541
171220,104.582
201703,107.73
202717,108.817
22974,105.821
30113,98.763
145982,108.28
26181,108.366
109432,109.599
137303,106.32
15340,128.085
202716,107.194
118588,140.458
110507,106.634
146345,108.285
147845,103.37
123685,113.292
18642,108.532
214548,104.191
218967,104.317
25251,119.404
96231,105.219
22071,106.891
43544,105.759
115262,108.55
186405,100.058
120358,103.599
1650,110.196
53749,107.023
24558,135.586
22753,106.055
118896,106.289
15151,109.576
16783,105.101
18244,106.405
119139,105.095
32639,102.516
44687,107.491
201681,89.125
121161,109.467
129220,112.513
101905,105.168
15071,107.795
215049,109.302
89619,109.882
100028,101.505
82581,103.867
115571,
210325,100.544
209042,102.819
202080,101.959
214350,114.86
44424,106.126
182940,119.447
117261,118.395
46329,106.498
21498,107.277
70639,109.769
26252,105.346
12045,110.04
55718,111.874
99473,107.26
27367,92.739
211177,104.511
106493,84.538
117206,116.373
207111,107.924
23479,105.501
116851,64.364
25787,105.51
117003,122.953
14995,114.377
112086,105.476
22743,108.027
25452,113.969
15999,94.352
26685,85.103
210170,62.282
106028,107.292
26402,127.516
26945,113.486
58136,104.125
23201,111.599
28951,101.586
5759,107.447
203063,106.711
71235,106.467
210649,105.559
11583,106.085
213726,107.201
163757,105.407
151263,106.929
124305,101.572
22184,105.11
19331,109.557
54141,101.106
203996,107.679
114794,110.976
58581,105.89
89782,104.518
205300,110.704
60815,109.546
25492,109.989
186100,78.253
27208,88.218
120055,101.696
111846,109.566
119733,108.994
184446,107.366
215720,107.283
24242,111.166
17339,105.816
198581,109.898
40735,103.867
120859,104.862
111827,106.908
52487,107.451
209746,100.987
119396,74.055
110704,114.0
190069,108.164
110047,104.192
16355,98.632
186005,104.0
114549,103.44
115746,110.368
16764,101.849
211216,99.414
218808,105.31
113918,104.999
58496,100.006
26700,112.552
90807,105.288
200031,98.959
101855,103.432
110044,105.88
50145,113.214
200965,98.538
207452,105.916
114041,103.518
148483,98.176
149148,
32303,98.736
118657,111.577
35930,110.305
1255,106.071
175508,102.804
124380,109.177
26368,105.506
48344,2.873
35497,85.027
215394,111.388
219506,107.006
50062,112.625
31383,103.071
35196,106.178
24670,103.294
122450,110.38
22042,103.883
182237,106.985
216904,108.469
201268,107.008
121262,61.619
12461,103.627
110121,112.069
25197,111.979
210193,102.552
55107,88.255
98279,103.014
37070,70.952
15435,80.021
124350,112.067
146784,103.805
215117,107.815
112677,73.785
209968,107.545
23888,109.226
30026,106.035
18498,102.074
1555,107.308
108989,107.922
209914,111.13
9147,109.678
25283,112.553
121349,103.066
186404,103.149
24496,101.682
116850,109.714
145981,106.457
119441,113.108
33960,111.442
59500,106.043
122999,99.161
205909,98.264
25220,106.88
22028,109.616
101874,92.769
147312,107.51
128,105.646
117537,18.237
112900,108.241
152128,102.143
22774,109.958
138694,106.545
20974,107.953
27278,108.337
216053,106.082
220623,102.814
61130,108.637
3346,106.72
10084,106.382
60910,108.34
199712,105.645
110074,105.964
203268,104.16
146186,108.132
26654,130.325
29124,105.299
96594,107.316
118134,107.868
220476,108.79
23263,97.783
4824,103.941
22154,107.878
26253,104.105
217515,115.97
49855,105.878
27700,102.144
5801,104.555
119418,93.972
208367,107.433
203006,106.548
23962,103.218
1467,104.859
91000,105.897
25792,110.483
28003,106.715
151290,103.731
90893,110.001
111079,107.902
210448,111.517
127236,118.1
645,105.202
15021,128.95
117558,105.303
118633,109.523
19104,100.775
213598,102.464
3554,107.247
16350,106.23
5395,108.212
22970,109.469
15002,111.558
183250,102.304
51444,115.804
203978,132.855
11494,106.876
185014,103.825
21650,104.915
32505,90.394
212655,112.617
23764,114.045
218103,104.784
200663,103.809
203714,104.201
26670,106.705
117293,118.101
15385,111.307
136280,102.567
111881,106.747
54794,105.199
59123,105.3
25521,107.552
200833,106.703
118141,106.146
26518,119.658
201900,101.837
14884,109.285
118293,102.881
44108,107.588
115893,105.552
87039,107.596
81217,109.196
211471,102.343
26296,128.372
110476,108.107
96557,111.54
70393,89.143
6331,108.546
182191,100.622
105503,107.517
23892,107.601
67043,106.388
100256,101.068
114969,106.354
19159,81.74
111711,89.048
30084,107.393
40016,108.311
23351,100.434
20786,104.574
114848,87.999
26693,104.855
43682,109.461
19761,72.646
217875,108.503
27408,108.014
112291,95.225
15133,97.478
217625,106.897
114047,61.865
118417,109.066
132908,105.23
21735,107.426
8673,109.478
114825,106.856
23527,104.121
137230,105.779
220606,110.968
211881,111.223
121550,107.731
118045,106.839
40019,109.873
52784,109.413
217673,105.776
148178,103.353
90927,112.077
110858,103.399
23793,106.396
24713,104.826
15582,107.951
3153,57.252
110447,106.008
64497,59.172
14963,107.259
117357,104.491
171764,104.427
108814,108.419
176536,101.084
217575,114.373
118974,106.339
111002,109.05
26704,96.477
59777,107.748
149017,101.901
110489,114.671
3268,103.451
198752,109.486
24499,104.584
18759,100.834
128244,104.579
64537,94.65
214602,105.595
151275,106.388
10575,106.72
209671,110.175
144397,106.418
87458,100.351
1174,102.997
26566,93.104
24510,106.389
110488,106.598
119824,111.027
17182,106.503
216465,104.746
30020,107.506
45695,-6.99
22036,106.039
23794,103.424
22969,107.524
21180,105.476
198042,104.218
19112,107.761
77509,104.053
112447,108.045
146754,103.342
12431,103.792
216459,104.973
16837,105.829
200093,102.257
67874,87.933
59178,94.745
25378,108.383
27074,113.54
63980,102.275
10424,102.969
151843,108.515
115384,103.268
151576,109.141
29968,105.86
117582,92.091
25769,94.314
147843,106.591
14926,101.637
18856,111.035
96676,105.619
126339,92.174
217640,109.959
22132,105.136
109488,101.623
30645,109.988
181927,107.959
122009,107.043
39631,105.624
103332,107.404
12591,109.827
113514,110.707
198569,75.573
24093,
109530,105.574
21488,108.897
111492,107.301
89259,82.57
112514,105.462
91877,99.254
128694,105.939
110210,106.016
19428,106.996
219284,74.938
154784,105.594
16050,101.816
15005,122.735
8087,106.103
124300,103.055
205654,105.52
217917,110.798
1164,106.725
85237,89.789
146771,96.164
15523,106.591
24593,109.15
219062,104.94
113457,107.18
114308,109.617
73480,89.959
15225,109.469
29153,105.725
24495,109.558
62007,103.739
112671,131.877
203555,100.252
151373,105.848
50453,89.409
202063,100.698
5729,104.309
80448,106.809
22662,106.23
120680,109.839
106321,106.538
83206,100.897
120325,103.954
4807,105.343
146324,104.084
80434,85.457
40756,104.58
26561,108.806
220671,107.711
71695,109.33
80323,106.322
118231,94.011
108875,106.019
21142,109.317
875,109.087
15608,107.98
34027,109.859
39594,106.212
171375,110.135
108869,104.712
210891,105.093
213724,106.178
1535,106.895
3221,105.453
26547,105.98
128305,110.092
115006,106.065
114165,107.87
33861,107.001
123880,107.117
122288,110.83
202141,106.992
117030,107.069
23791,100.717
109499,109.326
54449,104.209
60274,101.732
219176,102.856
209328,110.453
34747,105.304
220242,93.126
16655,103.684
116617,107.173
27332,96.469
12011,103.256
114966,109.995
109187,107.922
119427,114.463
32567,100.163
15571,112.963
120383,105.369
176943,103.963
72842,106.818
16576,94.703
23022,108.906
94594,100.348
209295,107.994
109667,110.236
116705,59.202
110189,103.914
211577,96.578
39623,106.088
99749,104.217
202982,104.672
26073,33.7
145892,107.494
146870,102.841
117880,98.656
14729,108.724
27586,107.898
53497,118.1
120837,104.232
52087,102.88
11251,103.078
47406,111.082
118184,113.206
216453,107.386
218508,93.078
18730,105.918
119099,105.528
184943,99.681
205882,104.486
121983,109.398
56365,98.81
213435,107.552
24237,107.795
63738,83.078
211588,87.418
23033,110.261
34782,102.197
89984,111.033
25351,106.71
116532,114.339
100334,108.761
120996,106.876
97330,107.113
16613,107.346
114408,113.475
99564,105.725
207295,106.22
14867,104.655
5494,106.117
19162,106.958
26440,111.798
113142,103.354
217122,108.062
25139,108.815
207109,110.305
97309,104.318
104025,106.875
82545,107.875
30005,104.938
105348,107.042
162984,101.242
215134,105.913
40691,104.977
83704,101.389
86401,92.08
16544,106.606
22179,109.081
89474,102.283
25069,104.973
22529,105.883
16832,107.624
81897,104.012
58256,100.985
110953,107.456
171444,107.903
21069,106.219
124440,105.651
25503,106.039
117487,106.298
5496,104.712
19187,120.788
134341,103.532
109566,69.506
101974,105.777
201976,107.565
219279,109.534
216683,109.683
117068,111.803
187397,106.567
209450,100.487
123186,112.436
118550,111.798
116130,105.573
146159,105.34
215315,
7693,100.99
32532,95.38
121507,109.091
22336,108.571
103130,108.694
1071,110.048
96449,
117152,106.604
117758,109.557
37898,100.394
21830,103.216
24688,115.763
293,105.372
216449,111.579
202001,104.541
31434,109.235
25291,112.042
206028,121.499
32438,105.409
26148,115.037
59132,106.937
25169,112.831
14999,108.71
212178,102.588
8682,107.642
181928,99.995
171585,102.734
19455,105.026
145983,105.86
117187,108.356
7550,91.885
172115,105.731
183099,110.466
108792,104.92
102728,105.136
112953,105.935
207191,108.661
140474,106.759
151182,105.768
88293,110.756
107254,108.042
24576,109.683
175372,105.678
185761,104.428
117337,104.869
161379,108.659
11802,106.16
184638,107.313
212926,122.596
17268,107.688
117133,110.474
25231,111.937
26322,105.776
111390,109.691
10593,107.916
24019,105.054
210157,106.018
103864,107.055
219698,110.152
45754,112.283
115988,112.171
78170,101.913
59817,74.153
147547,73.523
151578,78.436
166248,87.716
24108,
69010,70.76
190572,91.943
157852,77.233
117562,78.689
207611,69.276
194773,73.071
66259,70.284
157469,77.097
83740,83.074
22492,74.929
118530,72.468
177085,68.677
3466,115.206
7941,105.458
34960,74.808
52973,107.387
134934,75.929
153248,77.337
216822,105.822
178767,104.879
47093,76.868
166827,106.971
121445,65.998
48881,104.214
181522,118.844
158920,79.737
179013,68.589
137885,80.393
91212,101.773
189428,76.975
34318,78.827
86197,80.83
29542,60.465
28754,77.192
120527,
216113,86.877
166537,107.175
64019,105.599
87067,77.865
169057,66.32
