id,dG_orca_kcal
220545,1.8665838619615125
116061,0.875016521738515
89,-0.7686785560648395
111272,-3.325388264504574
3485,1.9081020864273333
112230,3.0678326446174413
43277,-2.2175967468491447
100386,-5.419771969985056
534,9.742062033979977
114981,1.115965570799483
220781,3.2409347713431416
145967,-4.956649094637251
116540,14.180268070211737
23383,3.800304748074475
500,-0.0828554963320717
114685,10.226686933841636
86712,2.7807987612781875
33911,2.059662198103048
217739,11.917632886378344
90831,-4.068556206482198
202686,-1.755225479790231
111198,3.457240191874683
215807,-8.13516091024258
21074,-1.776339866494819
105195,-6.325599961716184
101746,-2.040668591999583
76124,-0.6908550306721242
176387,9.663018350221462
117456,10.562040626519163
24217,-5.310319417446187
2778,-0.8994139833872509
14909,42.614758212454966
18656,2.940961640374253
23704,-2.158561456353698
184451,8.587276843347563
86692,-5.105637598523748
19030,-1.1434325299956931
186431,-2.1873091699585725
7546,-7.501722130489601
148739,5.075282808488706
200794,-3.1922413897187987
60812,2.2679929596537267
26424,-2.975535305771676
211579,10.045412798849252
19139,-1.4167320746657674
151324,1.8391045564543491
111020,0.3213665826531542
23936,-2.9010974894190387
92808,26.657561103089545
214796,24.960963081180655
114847,6.854448013645122
120221,-3.649522632052329
218222,-2.450118252094004
195723,1.042112002963387
182759,-1.7879279370041672
116582,-2.9050372908129574
216339,-0.6906150465777512
208922,-2.861310780846234
88729,-3.19929767603845
44617,2.4125915853791247
25552,0.6060512799227763
120852,-6.961285953405206
218223,1.0852273819522928
20270,8.311801401054986
23921,-0.7964782786748038
18720,-2.441884247246064
112434,-1.0126726431890845
27691,5.468701876804829
109137,9.246571866692555
151439,-4.490019358755856
113524,-1.405765748036372
128719,-0.1500950183922174
101550,-1.5334649607159248
27125,-5.061632573534074
18294,3.4412366734623445
214292,9.357923566629204
202102,0.050950169256546
210974,-1.628775209208576
11524,8.306483396829654
117055,18.382850568099855
25347,-9.022449808603088
122985,1.373200814247368
218794,9.627132261497138
26146,7.514697595790989
112918,3.886081427064016
151227,-3.376821451645048
214452,4.681823014054166
206992,-0.356043477831898
81347,-1.66674838392876
18572,3.526999487606893
88299,-1.5506198053694449
43783,-7.567012624954236
198036,6.45059659486481
8138,-4.645897196181887
27737,4.220273506334693
6822,12.383404993742332
154804,12.094226805080114
129411,4.409579738718853
220239,5.724446709484039
207271,0.9027683817050636
50018,1.6282304487122532
217959,-1.5581976774554973
137217,8.907738774363931
113596,6.047188273915784
217106,2.3329132780950936
218800,-0.1506193388182687
145890,3.2706798918627498
201939,-0.9808394057455204
110007,-2.1156645917449124
12619,0.6701471075396639
118107,4.023126411972282
12689,0.9481086683854963
111770,-1.6997788279443522
6747,8.258255706277703
151285,-1.858837489668779
205544,1.202890043722848
108248,2.000629431316149
216625,-11.20239938743266
210018,11.999225564495871
112722,-3.4259626215345778
104621,-5.025172897064196
23544,-1.584022612750791
209149,-1.6230692899484185
84154,-4.7471098315348
94268,-2.807144419131112
136878,-0.927691664478998
216375,-2.022403800051682
29465,-1.914370992658638
117364,2.5877665844052085
4828,-2.1705489863520824
23706,-3.344754114979394
112807,6.934957808702767
63961,4.863928367584635
25808,-5.749218362646292
53822,8.778265199675012
92845,-5.486366566016011
27192,9.034957329857193
47302,0.8813996441159128
24095,-3.64662446446683
118118,-1.1279011768641996
12282,0.2639738727212717
215032,-1.2208637674520997
111422,-2.407069040910881
109327,3.23041366382708
27220,5.280027293014868
203720,1.1985831500298176
209094,-1.1894015193028755
112630,-4.539574580643004
118133,7.934589920410286
27122,7.278981625623005
211745,-1.0726817060858287
21717,10.977637761842953
4942,3.597119180277104
122447,-1.2602997735634454
26367,-3.2332913219289083
121500,-9.474977450700266
110549,4.860407056080166
92423,3.6796974427735223
49072,-1.274255963307008
22255,-0.6319671978504373
15635,7.577382256738064
145806,2.392974100701821
15527,1.16729318886287
200119,-2.5796432519816737
113540,3.149836989066105
82508,-1.9535499930547464
210733,1.0466599976430628
34761,-4.112832860514384
54186,-0.2529341084987818
117550,5.369419084838907
70833,0.2852355375379271
64653,7.043057942170815
212155,-2.735529682686678
24187,4.368633866468614
8656,0.4123588090509235
219867,5.123660341382148
98987,-10.657614525080373
24134,4.119643522633437
215804,1.1151083584057766
15450,0.2439098069156069
25734,0.2571297763150406
181774,2.268457556733848
73347,-13.270689216507568
15166,-7.643418661885672
33293,-0.7423495260383651
171366,-0.4634584503966035
213820,0.9150468042840816
125902,-0.1845041520604343
17719,-1.1886550954743904
203007,2.920514408466109
86968,-1.4840670880903015
208691,13.253597653760297
122632,-4.217900510256288
200073,2.7193467210773434
108782,-2.8186828726857347
21803,2.439893190586271
201924,7.77265523454549
18798,2.766514194790892
148518,8.69601011947438
119279,6.33164613975312
18299,7.198725659600985
111312,5.455437649407659
21387,-1.880478518759669
59013,-8.973808131400562
219153,-4.250072490510816
110491,7.305934399890912
120183,5.610276021248755
18959,-2.131100824834468
72976,4.189685897908161
56661,-4.8267718454322734
73167,-3.396125410122417
148353,8.714623616589861
33558,-7.954981866436293
216463,8.254769115598176
253,-4.594574210481992
211255,1.3952410027730722
20236,2.8643295838548117
220479,0.6874277219606225
204457,-0.962984229686897
209025,-3.0123365928318018
217924,-2.225134665638318
212436,-1.0050306934039048
109815,0.8572194908519041
25459,3.351045464638712
70271,2.5317872691135097
220342,-1.6295962889672937
26245,5.588398675273972
27219,7.920812130237183
16518,2.191564611700515
25826,-4.980941842570317
49739,-3.662099515626723
216028,-2.023799340823604
96277,-13.201359579444851
117884,9.80805372890833
19239,2.959921434304849
216258,-7.434516260516334
161687,-0.6073534775073739
197400,31.37913667931777
184561,5.58237849865465
80578,11.027053803943083
218558,7.01101564918908
212053,3.977823384449952
122480,-5.975719211227879
846,0.5290623295234695
51660,9.777352026683063
73796,-4.478727327620256
15159,5.750432813918013
2832,5.685229040973364
111809,-2.351570539181806
810,-3.0668965869487264
184515,14.678189902025304
48074,-4.82969354344678
12850,5.653959759434956
219961,-5.802707948568184
65054,17.231036566879038
112248,0.8617486750710543
52261,-2.7456863281934902
16383,5.076020437717959
74086,6.356016078810638
8323,-0.0949876640224422
5366,3.527381259377521
58538,0.0431526136061976
17407,0.5361243123789454
101644,-3.1614256037536768
145980,0.988521816693962
109609,-2.1530147855570383
22273,-0.5677990346584281
91907,-3.6305457321775
182881,-1.8496582414693807
98704,-10.022890697560864
96678,-3.739504495271108
27135,5.93468984129272
53629,4.719991866645439
185641,10.321079551319222
212082,-5.707363769407642
134299,16.487568980168593
8491,-0.3635320865691659
126194,-2.456474766310764
111681,6.188052538866859
64797,2.6926932521085964
37467,0.0023451146491611
26031,11.664241157238449
14453,3.739947005050338
15235,3.95364078580824
115051,-1.723617468567339
211854,-4.332357037234547
6819,2.9331007443905497
220031,-4.686820884252103
118288,-1.327018360474048
220691,6.393515017761703
72813,2.211735027252156
26964,2.695536811609192
209209,-2.071525227714592
117249,9.123757500220364
109236,-2.643918821529997
74349,-3.7953547538604537
15273,-2.160657045027281
123671,13.262616870045065
26157,-4.468331305332811
8597,0.6265884314323886
219084,7.785318332986259
83697,-2.2325903478834506
215375,3.1852767995698708
8330,-3.937183497593317
201407,0.2465155475490498
26388,1.4068202004950217
24040,3.8291608822702985
112132,7.574236590005445
211865,3.613456358627544
118202,0.0113167756927102
146743,2.728129409313097
112462,-1.9227666251446605
34813,0.075623494236499
15243,-4.682935744590443
123374,-2.96394364516992
134283,-1.6813153689261346
120359,-0.6986891538434664
211894,-0.6692561928003533
118384,4.608328495694314
39348,0.5760526755797113
203722,9.720928797078724
186603,-1.324399002971951
14964,-7.559539414719986
48523,-3.2312706793235795
213539,-5.830877632469317
218131,-3.3167898416638986
10660,1.9618025348473087
54677,-4.791999315425271
181799,0.5491474474215576
211692,-0.5763729959460588
112093,8.749928301248888
23623,-0.7020854409006313
204856,-0.2330412983192624
151165,-6.620455529745105
201425,-0.006752709207175
25373,-3.8981238459755128
201511,-0.62056848866417
110541,-18.2040503589082
27465,1.3961359092108865
34915,3.17420780346012
16060,-2.119671155773929
112665,0.3537130915218563
148478,-2.583662249997972
214568,9.037415471065154
29688,8.598616133379817
20980,0.6193167611841891
73912,-0.1386628329711059
15,-4.573601066633381
18869,2.00010969545608
26213,1.355063038190805
215687,-1.9543803325466784
23296,-3.7829610175047534
119762,4.059945861943676
220597,9.568757054620182
14996,2.5605226499619493
218971,-7.697303359078607
88287,0.7230036920194638
118161,3.331209125933606
112655,1.8605868147714872
11399,5.744350274531433
205604,10.245591304204728
117963,-2.43005010316818
112374,8.058546147005076
129896,6.461396094628425
216963,1.6565487691735026
113092,-1.0959074300302778
12612,-35.81907116298506
4437,5.032572157843951
217529,-3.849659547295884
121119,12.299855102384608
118235,-1.7873458298160916
146535,0.5579803651335662
23107,-4.976280050222452
26022,2.800095286243937
19253,-4.066381263169092
23021,1.5620257520261995
209338,-0.3530537408460865
211500,-1.4461037423930827
112521,5.929059554601477
27851,-0.9918398256970212
93483,1.681990149351654
32916,-3.1408360169483758
151261,-7.717399633058299
15247,-16.769529524037267
209652,-4.380975245003396
144081,10.953903866111023
112225,14.427147019949418
182889,1.2824055695226275
108265,3.106356287784103
77262,24.20223371430355
43629,17.72296058902528
2455,3.514112600937119
118769,-0.0997744330914407
15269,14.496597979506587
120076,4.103811760294311
18907,-2.320431469618711
202960,4.296264618214881
34409,-4.18734000751254
217573,-0.4061047052092097
110881,4.8669654219655465
112720,7.368563360900997
49524,2.007164144282485
5829,5.64186611825011
208372,1.422426224894755
35745,-0.8779852408035561
115261,-3.785502767187984
112274,16.919593072120605
140248,-2.315492959362947
22903,-5.186724586043967
170983,-2.736411740797001
218036,-1.6203227281471848
123868,3.9770268766065904
74241,-2.211295097896431
24758,5.9258506435585625
117576,2.257483239502148
55487,12.443030103803844
8716,-2.0268828483207506
111823,-0.9296058625994046
1540,0.2523027750827927
72103,-6.614367403400278
120960,6.673633141816058
111668,-3.981711023350688
162986,12.52821016692072
206887,-7.226875854959
23806,6.885305137964831
40746,-6.753284309959048
114949,1.1139091588915837
24666,1.4435445886375655
118301,22.490693794284045
17978,2.716717012061288
20769,-1.065660814464677
184682,11.065824702132865
205879,9.498104636866763
53496,1.1809216394957558
35297,-4.773283214033798
76444,16.025285846867746
10173,-2.8366954592152327
117339,15.586648288916452
16571,2.9575048820673757
12820,-3.2862193364706966
23855,-1.9684868593716336
43684,-1.3816303348828989
146731,7.776599452857406
151218,-1.295214489820868
25121,5.174851488707263
9144,-1.57820408647983
25117,5.500973194411182
201030,1.1916689983107387
66244,-1.5567843504452237
27375,-1.0837525933361811
16701,-0.1941356411841406
128607,2.799772700132918
182803,-4.941656098562478
74608,0.7862352840405492
218812,0.6604551735773088
16636,6.779091085696032
27810,2.880321101739082
210585,-1.6370300009084269
118603,4.279215821398286
207536,1.3743483816780648
19215,61.05049327068365
202151,15.394036465037072
202673,2.379081638166089
12302,1.6183795214323642
14069,1.0040377633324051
218183,1.8882650366094165
111211,1.3350028695230474
26159,1.6686999724007348
121240,9.187797014986366
55113,5.149373749319656
25499,-0.1323195367634775
37466,1.123305336234567
26477,-9.320890147392891
119818,0.8567926582280446
202997,8.812173856740905
79197,2.831309546570004
97369,-2.229021205053636
35059,-0.4800281161229398
21750,-0.4287690219972397
184886,16.36222348583275
119816,-6.849240490725492
19457,5.891696484639429
24006,-6.684820742097375
18328,-6.426298827907794
203754,-1.3508115988839715
118031,5.834077334501449
207481,9.810401827976968
219671,8.096471470282157
34947,-1.103026723242145
203014,-0.3935217039101841
117267,4.869080769844567
111089,1.7504766807067886
81067,12.361057791962532
134369,8.088214888387194
108890,-7.712422802611041
49245,-0.4877613522330266
120322,-1.6346258616130616
59232,-4.634815511901976
96986,-0.8021599925623042
25554,-1.1500846393547128
20778,2.632962938442603
121863,-0.3894692200995395
215510,2.0356993658508697
18522,7.032692600748592
100022,-7.151524203569699
122099,2.724158424609381
109195,11.605536714546684
111491,6.445791936757143
119016,4.911728217627314
117460,-9.355428880586231
22770,0.1084511126556914
117011,5.586177314229055
11788,6.643439663670172
39559,-3.843827346727917
214819,7.012827940591789
24189,-4.275688375404386
122366,-1.9932948790913183
123520,-0.9066190585056568
112160,17.1717333642039
30324,-6.074603480036592
118884,11.486359507189627
206844,4.428267359214694
25058,-0.5896742001393229
81071,-0.9821795567648944
14914,0.2871476192987168
21948,5.926083396959707
21274,1.2791802391788192
147885,-0.0487201430223728
