block,n_feats,MAE,RMSE,R2
2D_only,48,3.189574977934945,4.976466938732521,0.2311133773590731
aldehydes_only,54,2.7978852626828976,4.615604636559002,0.3385800951052276
product_only,54,2.4961476770661646,4.39163457934035,0.40121287913552495
donor+acceptor,102,2.80029302527384,4.617579173950982,0.3380140684251577
all_raw_blocks,140,2.12542987727197,3.982764419278994,0.5075192087935394
all+interaction,140,2.12542987727197,3.982764419278994,0.5075192087935394
mordred_only,120,3.1078421177310642,4.8893412325015735,0.2578003331974833
all_raw_blocks+mordred,260,2.122136494840926,3.9792857403631356,0.5083791312942211
