ald_id,smiles,canon
NHPUDKLPCIIKNM-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)[N+](=O)[O-])C=O,O=Cc1cc([N+](=O)[O-])ccc1OCc1cccc(F)c1
IFZKWAZBBACVGL-UHFFFAOYSA-N,CC1=C(C=C2C=CC(=C(C2=N1)F)F)OC3=C(C(=CC=C3)F)C=O,Cc1nc2c(F)c(F)ccc2cc1Oc1cccc(F)c1C=O
LTHCDGGGLDPZAI-UHFFFAOYSA-N,C1=CC(=C2C(=C1)C(=CC=C2O)C(=O)O)C=O,O=Cc1cccc2c(C(=O)O)ccc(O)c12
URWJVORMELQWFG-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C4C=CC=C(C4=NC=C3C5=CC=CC=C5C=O)C(F)(F)F,O=Cc1ccccc1-c1cnc2c(C(F)(F)F)cccc2c1-c1ccc(-c2ccccc2)cc1
XCRDGOYYPOMOHP-UHFFFAOYSA-N,CN1CCN(CC1)C2CN(C2)C(=O)C3=CC(=CC(=C3)C=O)Br,CN1CCN(C2CN(C(=O)c3cc(Br)cc(C=O)c3)C2)CC1
GUHOCVVHXDHJKL-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C=O)OCC2=CC=CC=C2F,COc1ccc(C=O)cc1OCc1ccccc1F
QQTYBXWNFUHMSN-UHFFFAOYSA-N,COC1=C(C(=CC(=C1)C=O)Cl)OCCOC(F)(F)F,COc1cc(C=O)cc(Cl)c1OCCOC(F)(F)F
BOQWCWROWSFVCB-UHFFFAOYSA-N,CC(C)C(C)(C1=CC=CC(=C1)C=O)F,CC(C)C(C)(F)c1cccc(C=O)c1
QGFVOCYRZKILDP-UHFFFAOYSA-N,CCC1=C(C=C(C=C1)C=O)OC(F)(F)F,CCc1ccc(C=O)cc1OC(F)(F)F
KTSYMSLJCMQXIZ-UHFFFAOYSA-N,CC1CCC(N(C1)C2=C(C=C(C=C2)C=O)C(F)(F)F)C,CC1CCC(C)N(c2ccc(C=O)cc2C(F)(F)F)C1
LTJDXRUTQIEAAJ-JTSKRJEESA-N,C[C@]12CCCC([C@@H]1CCC3=C2C4=CC(=C(C(=C4O3)C=O)OC)OC)(C)C,COc1cc2c3c(oc2c(C=O)c1OC)CC[C@H]1C(C)(C)CCC[C@]31C
DLJOLTFOJFJPDR-UHFFFAOYSA-N,CCOC(=O)C1=C(C=C(C=C1SC(F)(F)F)C=O)C#N,CCOC(=O)c1c(C#N)cc(C=O)cc1SC(F)(F)F
WSFKBLPZJQAPBV-UHFFFAOYSA-N,CSC1=C(C=CC(=C1F)C=O)C(F)(F)F,CSc1c(C(F)(F)F)ccc(C=O)c1F
FLNVCJGNYXWZCS-UHFFFAOYSA-N,C1CC(C1)C2=CC(=C(C(=C2)Br)C=O)F,O=Cc1c(F)cc(C2CCC2)cc1Br
CPKWTRQAGAAXRJ-UHFFFAOYSA-N,COC(=O)C1=C(C(=C(C=C1)C(F)(F)F)F)NC2=C(C=C(C=C2)F)C=O,COC(=O)c1ccc(C(F)(F)F)c(F)c1Nc1ccc(F)cc1C=O
WPCCFHCYXWIRKP-UHFFFAOYSA-N,C1=COC(=C1)C2=C(C=C(C=C2)F)C=O,O=Cc1cc(F)ccc1-c1ccco1
ZXXGCVORGXGLMV-UHFFFAOYSA-N,C1=CC(=C(C(=C1C(F)(F)F)F)C=O)I,O=Cc1c(I)ccc(C(F)(F)F)c1F
KJKXHZFOTKXHMS-UHFFFAOYSA-N,C1=CC(=C(C=C1CN2C3=C(C=C(C=C3CC#N)C=O)C=N2)F)F,N#CCc1cc(C=O)cc2cnn(Cc3ccc(F)c(F)c3)c12
RAVDWORKRMIHHD-UHFFFAOYSA-N,C1=CC(=C(C=C1Br)C=O)C(=O)N,NC(=O)c1ccc(Br)cc1C=O
NGYLZOMPNDTPQS-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(C(=C2C=O)O)CO,O=Cc1c(O)c(CO)cc2ccccc12
XACLKLPXINNMPW-UHFFFAOYSA-N,CCOC(=O)C(C(C1=CC(=C(C=C1)C=O)F)O)O,CCOC(=O)C(O)C(O)c1ccc(C=O)c(F)c1
XDXWWGYJSUGHRK-UHFFFAOYSA-N,CC1=CC(=C(C(=O)N1CC2=CC=C(C=C2)C=O)Br)OCC3=C(C=C(C=C3)F)F,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1ccc(C=O)cc1
WRSXTQPDCBFUJW-FNORWQNLSA-N,C1=CC(=CC(=C1)S(=O)(=O)C2=CN=C(C=C2)/C=C/C3=C(C=C(C=C3)F)F)C=O,O=Cc1cccc(S(=O)(=O)c2ccc(/C=C/c3ccc(F)cc3F)nc2)c1
GNYJJXYDUNSUPJ-UHFFFAOYSA-N,CN(C)C(=O)C1=CC=CC=C1C2=C(C=C(C=C2)C=O)S(=O)(=O)N,CN(C)C(=O)c1ccccc1-c1ccc(C=O)cc1S(N)(=O)=O
OTKZWGJLFLAVTD-UHFFFAOYSA-N,CC(C)(CC(CC1=C(C=C(C=C1)C=O)Cl)(C(F)(F)F)O)C2=C(C=CC(=C2)F)OC,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1ccc(C=O)cc1Cl)C(F)(F)F
RHTSJLWPMKELHF-UHFFFAOYSA-N,CCCN(CC=C)C1=CC(=CC(=C1)C=O)F,C=CCN(CCC)c1cc(F)cc(C=O)c1
JJZKUFQAVRXBBS-UHFFFAOYSA-N,C1=CC=C(C=C1)C#CC2=C(C3=C4C(=C2)C=CC5=C4C(=CC=C5)C=C3)C=O,O=Cc1c(C#Cc2ccccc2)cc2ccc3cccc4ccc1c2c34
KNTUUUARDYGWGI-UHFFFAOYSA-N,COC(=O)CC1COC2=C(C=CC=C2O1)C=O,COC(=O)CC1COc2c(C=O)cccc2O1
OVRVUXNSVZYTAS-UHFFFAOYSA-N,C1=C(C=C(C(=C1C(F)(F)F)C=O)F)F,O=Cc1c(F)cc(F)cc1C(F)(F)F
QZMOOODIEFOOGS-UHFFFAOYSA-N,COC(=O)CC1CCC(CC1)C2=CC=C(C=C2)C3=CC(=C(C(=C3)F)C=O)F,COC(=O)CC1CCC(c2ccc(-c3cc(F)c(C=O)c(F)c3)cc2)CC1
XASXRBMLMIJDCZ-UHFFFAOYSA-N,CCOC(=O)C1=C(C(=C(C=C1)C#N)SC(F)(F)F)C=O,CCOC(=O)c1ccc(C#N)c(SC(F)(F)F)c1C=O
HOGOMWHAPHDDJM-UHFFFAOYSA-N,C1CC2=C(C(=CC=C2)C=O)SC1C3=CC=CC=C3,O=Cc1cccc2c1SC(c1ccccc1)CC2
OMFFUMDRNYYSFR-UHFFFAOYSA-N,C1=CC(=CC=C1C=O)C2=CC(=C(C=C2)Cl)Cl,O=Cc1ccc(-c2ccc(Cl)c(Cl)c2)cc1
WATXBZCEQLSOMR-UHFFFAOYSA-N,CSC1=C(C=CC2=CC=CC=C21)C=O,CSc1c(C=O)ccc2ccccc12
YGMNUSBJXMETGF-UHFFFAOYSA-N,CC(C)C1=CC(=CC(=C1)C=O)CC2=CC(=CC=C2)C(F)(F)F,CC(C)c1cc(C=O)cc(Cc2cccc(C(F)(F)F)c2)c1
QVPRRGBEBPOWGI-UHFFFAOYSA-N,C1=CC(=C(C(=C1C(F)(F)F)C=O)S(=O)(=O)N)C(F)(F)F,NS(=O)(=O)c1c(C(F)(F)F)ccc(C(F)(F)F)c1C=O
BJLGKPYWAWPCRB-UHFFFAOYSA-N,CN(C)C1=C(C=CC=C1C(F)(F)F)C=O,CN(C)c1c(C=O)cccc1C(F)(F)F
ABHNJAJFVWIUOX-UHFFFAOYSA-N,C1CN(CCC1N2CCC3=C2C=C(C=C3)C=O)CCC4=CC=C(C=C4)F,O=Cc1ccc2c(c1)N(C1CCN(CCc3ccc(F)cc3)CC1)CC2
AZQMVWXLWOXTPU-UHFFFAOYSA-N,CC1=CC2=C(C=CC(=C2)OC)C(=C1C3=CC(=CC=C3)F)C=O,COc1ccc2c(C=O)c(-c3cccc(F)c3)c(C)cc2c1
UCXSXRQSGTYLED-UHFFFAOYSA-N,CCOC1=C(C(=C(C=C1)I)C=O)F,CCOc1ccc(I)c(C=O)c1F
FZOJAUSPQWQVDD-UHFFFAOYSA-N,C1=C(C=C(C(=C1C#N)C=O)F)C(=O)CBr,N#Cc1cc(C(=O)CBr)cc(F)c1C=O
NJBMYOBPMLVCSK-UHFFFAOYSA-N,COC(=O)CC1=CSC(=N1)C2=CC(=CC(=C2)C=O)C(F)(F)F,COC(=O)Cc1csc(-c2cc(C=O)cc(C(F)(F)F)c2)n1
SDRABADEYFPPGF-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC3=C(C(=C2)OC)OCCN(C3)C(=O)C4CC4)C=O,COc1ccc(-c2cc3c(c(OC)c2)OCCN(C(=O)C2CC2)C3)cc1C=O
FJCFMZANWVNQNF-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCCCN1C=C(C=N1)C2=C(C(=CC=C2)F)C=O,CC(C)(C)OC(=O)NCCCn1cc(-c2cccc(F)c2C=O)cn1
MKOLLVRPGGCOHD-ZHACJKMWSA-N,COC1=C(C=C(C(=C1)/C=C/C2=C(C(=CC=C2)C3=CC=CC=C3)Cl)C(F)(F)F)C=O,COc1cc(/C=C/c2cccc(-c3ccccc3)c2Cl)c(C(F)(F)F)cc1C=O
MXLDMWLLQXJTAL-FQEVSTJZSA-N,C1C[C@@H](CN(C1)C(=O)C2CCN(CC2)C3=CC=C(C=C3)C=O)C4=NC5=CC=CC=C5O4,O=Cc1ccc(N2CCC(C(=O)N3CCC[C@H](c4nc5ccccc5o4)C3)CC2)cc1
JUEQQMOCMNIXTQ-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=O)C2=CC3=C(C=C2)N=C(N3)C=CC4=CC=C(C=C4)C(F)(F)F,O=Cc1ccccc1-c1ccc2nc(C=Cc3ccc(C(F)(F)F)cc3)[nH]c2c1
GBQSNSKQDCNVEA-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)C2=C(C=C(C=C2Cl)Cl)C=O)C(=O)O,O=Cc1cc(Cl)cc(Cl)c1-c1c(F)cccc1C(=O)O
LPROFESISOUNEV-UHFFFAOYSA-N,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)C=O)OC3=CC=C(C=C3)Cl,Cc1oc2c(C=O)c(O)ccc2c(=O)c1Oc1ccc(Cl)cc1
YMHOGHMTRYVNRX-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2=CC(=CC(=C2C)C=O)I,Cc1ccc(-c2cc(I)cc(C=O)c2C)cc1
WFBJWNJLNIVBTR-UHFFFAOYSA-N,CN(C(=O)C1=CC=CC2=C(C=CC(=C21)C=O)SC3=CC=CC=C3)OSC(F)(F)F,CN(OSC(F)(F)F)C(=O)c1cccc2c(Sc3ccccc3)ccc(C=O)c12
MSOXICKJPCAOTD-YAXRCOADSA-N,COC(=O)COC1=C(C=CC(=C1/C=N/OC)OS(=O)(=O)C(F)(F)F)C=O,CO/N=C/c1c(OS(=O)(=O)C(F)(F)F)ccc(C=O)c1OCC(=O)OC
HIIRBHSBTHIHAC-UHFFFAOYSA-N,C1=CC=C(C=C1)C#CC2=CC(=CC(=C2)C=O)C3=CC=CC=C3,O=Cc1cc(C#Cc2ccccc2)cc(-c2ccccc2)c1
SPWQEANFZBYSRK-UHFFFAOYSA-N,CC(=O)OC1=C(C=CC2=CC=CC=C21)C=O,CC(=O)Oc1c(C=O)ccc2ccccc12
XPQHATWMTQXEOF-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)C=O)OC2=CC(=C(C=C2Cl)Br)Cl,O=Cc1c(F)cccc1Oc1cc(Cl)c(Br)cc1Cl
ZQBDYOAJQLCNAQ-UHFFFAOYSA-N,CCCN1C(=NC=N1)COC2=C(C=CC=C2F)C=O,CCCn1ncnc1COc1c(F)cccc1C=O
FELQGSIUUJZSFW-UHFFFAOYSA-N,CCOC1=C(C=C(C=C1C(F)(F)F)Br)C=O,CCOc1c(C=O)cc(Br)cc1C(F)(F)F
UNSMZTOXCZWILH-UHFFFAOYSA-N,C1=CC(=CC(=C1)NS(=O)(=O)C2=CC=CC(=C2)C(F)(F)F)C=O,O=Cc1cccc(NS(=O)(=O)c2cccc(C(F)(F)F)c2)c1
QWWIKBLWNDSPGH-UHFFFAOYSA-N,CCCNC(=O)CN(C)C1=C(C=C(C=C1)C=O)F,CCCNC(=O)CN(C)c1ccc(C=O)cc1F
AJUHWPYRNSHSJQ-UHFFFAOYSA-N,CCOC1=CC(=C(C=C1C=O)C(=O)C)C(F)(F)F,CCOc1cc(C(F)(F)F)c(C(C)=O)cc1C=O
LDEYMPCZYSCATD-UHFFFAOYSA-N,C1CC2CN(CCN2C1)C3=C(C=C(C=C3)F)C=O,O=Cc1cc(F)ccc1N1CCN2CCCC2C1
WFLBVNYVZUGTEI-UHFFFAOYSA-N,COC1=CC(=C(C2=CC=CC=C21)O)C=O,COc1cc(C=O)c(O)c2ccccc12
UIAZSGNSSAUGCQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C=O)OC(F)(F)F)S(=O)(=O)N,NS(=O)(=O)c1ccc(C=O)cc1OC(F)(F)F
GPSHYSOJRNJXHO-UHFFFAOYSA-N,CC1=C(C=CC(=C1C=O)C(=O)NCC2=CC=CC=C2F)OC,COc1ccc(C(=O)NCc2ccccc2F)c(C=O)c1C
GGAXUTCKARKVNY-MDZDMXLPSA-N,CC(=C)CCC1=C(C=C(C(=C1O)C=O)/C=C/C2=CC=CC=C2F)OC,C=C(C)CCc1c(OC)cc(/C=C/c2ccccc2F)c(C=O)c1O
SOUIIPBNGSKQKY-UHFFFAOYSA-N,CC(C)OC1=C(C=C(C=N1)Cl)SNC2=CC(=NC=C2)C3=C(C=C(C=C3)C=O)F,CC(C)Oc1ncc(Cl)cc1SNc1ccnc(-c2ccc(C=O)cc2F)c1
ARTNJKQAWKUQKD-UHFFFAOYSA-N,CCCCCC1=CC=C(C=C1)C2=C(C(=C(C=C2C3=CC(=C(C(=C3)F)F)F)F)C=O)F,CCCCCc1ccc(-c2c(-c3cc(F)c(F)c(F)c3)cc(F)c(C=O)c2F)cc1
VRWZTTOSMQFIQP-UHFFFAOYSA-N,CC(=C)C#CC1=CC(=C(C2=C1OC(=O)C23C(=O)C=C(C3=O)C#CC(=C)C)C=O)O,C=C(C)C#CC1=CC(=O)C2(C(=O)Oc3c(C#CC(=C)C)cc(O)c(C=O)c32)C1=O
XPXRJGQKJIBJEJ-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C=O)OCCCCOC2=CC=CC=C2[N+](=O)[O-],COc1cc(C=O)ccc1OCCCCOc1ccccc1[N+](=O)[O-]
RKZPASPXSGETME-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)C=O)C(F)(F)F)C#C,C#Cc1cc(C(=O)Nc2ccc(C=O)c(C(F)(F)F)c2)ccc1C
HDRMCCPROQNALS-UHFFFAOYSA-N,CC1=CC(=O)OC2=C1C=C(C(=C2O)O)C=O,Cc1cc(=O)oc2c(O)c(O)c(C=O)cc12
HFOCAQPWSXBFFN-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=CC=C1C=O,CS(=O)(=O)c1ccccc1C=O
CGOLNJGPTHKAJE-UHFFFAOYSA-N,CC(=O)C1=C(C(=C(C=C1)OC)F)C=O,COc1ccc(C(C)=O)c(C=O)c1F
HZKVTEXIMCANFB-ZHACJKMWSA-N,CC1CCC(=O)C(C1(C)/C=C/C2(CCC3=C(C(=C(C(=C3O2)Cl)C)C=O)O)C)C,Cc1c(Cl)c2c(c(O)c1C=O)CCC(C)(/C=C/C1(C)C(C)CCC(=O)C1C)O2
ZZWHWGZFHPVYFV-PHTUBKJSSA-N,C[C@@H]([C@@H](/C=C/C1=C(C(=CC=C1)O)C=O)O)O,C[C@H](O)[C@H](O)/C=C/c1cccc(O)c1C=O
DUSKCSPDKZXLCB-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1)C=O)C,CCCN(CCC)c1ccc(C=O)cc1C
FKVCOWJRWYEHPO-UHFFFAOYSA-N,CCOC(=O)C(C(C1=C(C(=C(C=C1)F)C=O)F)O)O,CCOC(=O)C(O)C(O)c1ccc(F)c(C=O)c1F
FSRHBBRJXOPZNK-TXEJJXNPSA-N,C[C@@H]1CN(C[C@@H](O1)C)C2=C(C(=C(C=C2C=O)C#CC3=CC=C(S3)C4=NNN=N4)F)F,C[C@@H]1CN(c2c(C=O)cc(C#Cc3ccc(-c4nn[nH]n4)s3)c(F)c2F)C[C@H](C)O1
XXWKUFLBAWOMET-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=O)OC2=C(C=CC(=C2)Br)F,O=Cc1ccccc1Oc1cc(Br)ccc1F
BYOVCCJJDRWHMP-UHFFFAOYSA-N,C1=CC(=C(C=C1Br)OC2=CC(=CC(=C2)C=O)F)Cl,O=Cc1cc(F)cc(Oc2cc(Br)ccc2Cl)c1
SPWKQRFVZLCWIC-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C=O)C2=CC(=C(C=C2F)F)F,Cc1ccc(C=O)c(-c2cc(F)c(F)cc2F)c1
PYNYBPYBPJROQR-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)C=O)C(C(CN)O)O,NCC(O)C(O)c1cccc(F)c1C=O
ALKKRILGIYAWKK-UHFFFAOYSA-N,C1=CC(=C(C=C1F)C=O)OCCCC#N,N#CCCCOc1ccc(F)cc1C=O
MAZWBQRJHIIVHR-UHFFFAOYSA-N,CC(=C)C1=CC(=C(C(=C1)Br)F)C=O,C=C(C)c1cc(Br)c(F)c(C=O)c1
MKTVQURZAPBXKN-UHFFFAOYSA-N,CC1=C(C(=CC=C1)NC(=O)OC)C=O,COC(=O)Nc1cccc(C)c1C=O
ZGAWPJWNILKACK-VKWHMPGMSA-N,CC/C(=C\1/NC(=CC=N1)N2CCO[C@@H](C2)C)/C(=O)NC3=CN(N=C3C(F)F)C4=CC=C(C=C4)C=O,CC/C(C(=O)Nc1cn(-c2ccc(C=O)cc2)nc1C(F)F)=C1\N=CC=C(N2CCO[C@H](C)C2)N1
RJJUDTLKVVDXQW-UHFFFAOYSA-N,C1CN(CCC1O)C2=C(C=C(C(=C2)F)C=O)[N+](=O)[O-],O=Cc1cc([N+](=O)[O-])c(N2CCC(O)CC2)cc1F
QWCLQHKYYRTTCY-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(CC1)C2=C(C(=C(C=C2)C(=O)OC)C=O)F,COC(=O)c1ccc(C2CCN(C(=O)OC(C)(C)C)CC2)c(F)c1C=O
LBBLDOZDKDGMOM-UHFFFAOYSA-N,C1=CC(=C(C=C1OCC2=C(C=C(C=C2)F)Cl)C=O)Br,O=Cc1cc(OCc2ccc(F)cc2Cl)ccc1Br
IQACROJNDAWUJR-UHFFFAOYSA-N,C1CCN(C1)C2=CC3=C(C=C2)C4=C(N3)CN(CC4)C(=O)C5=CC(=C(C(=C5)F)O)C=O,O=Cc1cc(C(=O)N2CCc3c([nH]c4cc(N5CCCC5)ccc34)C2)cc(F)c1O
FJZHVXNHAGOCOP-UHFFFAOYSA-N,COC1=CC=CC(=C1F)C2=CC(=C(C=C2)C=O)Cl,COc1cccc(-c2ccc(C=O)c(Cl)c2)c1F
RRQOLGSUFCQFQN-UHFFFAOYSA-N,CC1CN(CC(O1)C)C2=C(C3=C(C=C2C=O)C(=NO3)C(=O)NC4CC4)F,CC1CN(c2c(C=O)cc3c(C(=O)NC4CC4)noc3c2F)CC(C)O1
AIWNOJRSPRASBJ-UHFFFAOYSA-N,CC1(C2=C(C=CC(=C2)OC)N(C13C=NC4=C(O3)C(=CC5=CC=CC=C54)C=O)C)C,COc1ccc2c(c1)C(C)(C)C1(C=Nc3c(c(C=O)cc4ccccc34)O1)N2C
WPUPBKNBTPKBIZ-UHFFFAOYSA-N,C1=COC=C1C2=CC(=CC(=C2)C=O)F,O=Cc1cc(F)cc(-c2ccoc2)c1
JJJUMPFJXAPNLD-HMTLIYDFSA-N,CC(C)C[C@@H](C(=O)OC)NC(C1=CC(=C(C=C1)C2=C(C=CC(=C2)C=O)COC)F)C(F)(F)F,COCc1ccc(C=O)cc1-c1ccc(C(N[C@@H](CC(C)C)C(=O)OC)C(F)(F)F)cc1F
LPRTTZDBHLVBPA-UHFFFAOYSA-N,CCOC1CCC2=C(O1)C=C(C(=C2O)C=O)C,CCOC1CCc2c(cc(C)c(C=O)c2O)O1
FPWQZTGHNCAFLI-UHFFFAOYSA-N,CN(C)C(=O)CSC1=CC(=C(C=C1)C=O)C(F)(F)F,CN(C)C(=O)CSc1ccc(C=O)c(C(F)(F)F)c1
OALYOVAJTRTBEU-UHFFFAOYSA-N,CC1=C(C(=NO1)C)C2=NC(=NO2)COC3=C(C(=C(C=C3)F)C=O)F,Cc1noc(C)c1-c1nc(COc2ccc(F)c(C=O)c2F)no1
AQRIEBRDIYCYOY-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)SC3=CC=CC(=C32)C=O)C,Cc1cc(C)c2c(c1)sc1cccc(C=O)c12
NQSFECMVPUZFNV-UHFFFAOYSA-N,CC(C)C(=C)C1=C(C=CC(=C1C=O)F)Br,C=C(c1c(Br)ccc(F)c1C=O)C(C)C
DXUIVPNAJIFSDN-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)C=O)OC(C(F)(F)F)C(F)(F)F,O=Cc1c(F)cccc1OC(C(F)(F)F)C(F)(F)F
SGYKFCYRKWNUDW-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C=C(C=C2)C=O)C(C(F)(F)F)(C(F)(F)F)O)C(F)(F)F,O=Cc1ccc(-c2ccccc2C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1
VTXZCPPSBGVMBE-KWQFWETISA-N,C[C@H]1CN(C[C@H](O1)C(F)(F)F)C2=C(C=CC=C2[N+](=O)[O-])C=O,C[C@H]1CN(c2c(C=O)cccc2[N+](=O)[O-])C[C@@H](C(F)(F)F)O1
ZFJLFANWBDMGPW-UHFFFAOYSA-N,CC(C)(C)C(=O)NCC1=C(C=CC2=C1OCO2)C=O,CC(C)(C)C(=O)NCc1c(C=O)ccc2c1OCO2
HCZLJZVAGQCFOM-UHFFFAOYSA-N,CC1=CC(=C(C(=C1Cl)C=O)OC)F,COc1c(F)cc(C)c(Cl)c1C=O
HHPZFFINVAJBLM-UHFFFAOYSA-N,C1CC(NCC1SC2=C(C=CC(=C2CCl)F)C=O)N,NC1CCC(Sc2c(C=O)ccc(F)c2CCl)CN1
AXCHPHYCYCXPCD-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2)F)C=O)Cl,O=Cc1cc(-c2c(Cl)cccc2Cl)ccc1F
AGBPALAUODHTLH-UHFFFAOYSA-N,CCCCC1=C2C=CC=CC2=C(C3=CC=CC=C31)C=O,CCCCc1c2ccccc2c(C=O)c2ccccc12
XQJTZUFBDNMEKF-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=O)OCC(C(F)(F)F)O,O=Cc1ccccc1OCC(O)C(F)(F)F
NNUFIVNLOSPUFW-UHFFFAOYSA-N,C1=CC2=CON=C2C(=C1)C=O,O=Cc1cccc2conc12
ZVCPTWLPMVEPRA-UHFFFAOYSA-N,C1CC(=C=O)N2C1CC3=C(C(=C(C=C32)F)C=O)F,O=C=C1CCC2Cc3c(cc(F)c(C=O)c3F)N12
UJMILAIBLQWCES-UHFFFAOYSA-N,COC1=CC(=C(C=C1C=O)OC2=C(C=C(C=C2Cl)Br)Cl)F,COc1cc(F)c(Oc2c(Cl)cc(Br)cc2Cl)cc1C=O
MYGMULWOOZQJAD-UHFFFAOYSA-N,C1=CC(=CC=C1C=C2C(=O)NC(=O)S2)C=O,O=Cc1ccc(C=C2SC(=O)NC2=O)cc1
YEIJXZOVZKAOSC-UHFFFAOYSA-N,CC1=CC(=CC(=C1)C2=CC(=CC(=C2)F)C(F)(F)F)C=O,Cc1cc(C=O)cc(-c2cc(F)cc(C(F)(F)F)c2)c1
GXODKJJTRXKYKJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C(=C(C=C1)C(F)F)C=O)C#N,CCOC(=O)c1ccc(C(F)F)c(C=O)c1C#N
SHVCPRCLMCMPBM-UHFFFAOYSA-N,C1=CC(=C(C(=C1OC(F)F)C(=O)O)C=O)F,O=Cc1c(F)ccc(OC(F)F)c1C(=O)O
QQAITZXVIGIWPR-UHFFFAOYSA-N,CNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C(=C3)F)C=O)OC,CNc1nc(Nc2cc(F)c(C=O)cc2OC)nc2[nH]cc(C(F)(F)F)c12
KCLHROGDXSQMEK-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=O)OCC2=CC(=C(C=C2)F)C#N,N#Cc1cc(COc2ccccc2C=O)ccc1F
LTMVLWKJMNCYKX-UHFFFAOYSA-N,CC1=CC(=C(C=C1OC(F)F)[N+](=O)[O-])C=O,Cc1cc(C=O)c([N+](=O)[O-])cc1OC(F)F
IKXNYXKZOJYTTH-UHFFFAOYSA-N,CCC1=CN=C(C=C1)CC2=CC(=C(C=C2)F)C=O,CCc1ccc(Cc2ccc(F)c(C=O)c2)nc1
DCMVZYZBPNVFKW-UHFFFAOYSA-N,CC1=C(C=CC=C1OC2=CC(=NC=C2)C3=CC=C(C=C3)C=O)C(=O)NCC4=CC(=CC(=C4)F)F,Cc1c(Oc2ccnc(-c3ccc(C=O)cc3)c2)cccc1C(=O)NCc1cc(F)cc(F)c1
PCQIZGSMASPESF-UHFFFAOYSA-N,C1CN(CC1NC2=CC(=C(C(=C2)F)C=O)F)CCCF,O=Cc1c(F)cc(NC2CCN(CCCF)C2)cc1F
QUPVURNJBGAEQX-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)C=O)N,Nc1c(C=O)ccc2c1C(=O)c1ccccc1C2=O
YDCAYPVEMIXAFX-UHFFFAOYSA-N,COC1=CC(=C(C(=C1)C(F)(F)F)C=O)C(=O)N,COc1cc(C(N)=O)c(C=O)c(C(F)(F)F)c1
LVRAGEUJRNIWMZ-UHFFFAOYSA-N,C1=CC=C(C(=C1)CCCBr)C=O,O=Cc1ccccc1CCCBr
ZRZOMHAWWMWFCO-UHFFFAOYSA-N,COC1=CC2=CC(=C3C4=CC5=C(C=C4N=CC3=C2C=C1OC)OCO5)C=O,COc1cc2cc(C=O)c3c4cc5c(cc4ncc3c2cc1OC)OCO5
UXUSKKRNOQBNJA-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C2=C(C=CC=C2C(F)(F)F)C=O)N,Cc1cccc(-c2c(C=O)cccc2C(F)(F)F)c1N
UUJKUXVOECIJEG-YBEGLDIGSA-N,COC1=CC=CC(=C1)/C(=C/Br)/OC2=CC=CC=C2C=O,COc1cccc(/C(=C/Br)Oc2ccccc2C=O)c1
NNPWCKDEQUMBBA-UHFFFAOYSA-N,C1=CC(=C(C=C1F)COC2=CC(=CC(=C2)C=O)F)F,O=Cc1cc(F)cc(OCc2cc(F)ccc2F)c1
ZMEFAHUUMOSJBW-UHFFFAOYSA-N,CC1=CC(=C(C=C1F)CC(C(=O)O)N)C=O,Cc1cc(C=O)c(CC(N)C(=O)O)cc1F
FGSIIWVVTVXGRG-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(CC1)COC2=C(C=CC(=C2)C=O)F,CC(C)(C)OC(=O)N1CCC(COc2cc(C=O)ccc2F)CC1
