ald_id,smiles,canon
JXYLPBJZJRAAJO-UHFFFAOYSA-N,C1=C(C(=CC(=C1F)Br)F)CCC=O,O=CCCc1cc(F)c(Br)cc1F
RFTZETNHRLSNGU-UHFFFAOYSA-N,C1=CC(=C(C=C1C#CC2=CN=CC(=C2)C=O)F)F,O=Cc1cncc(C#Cc2ccc(F)c(F)c2)c1
FCTAFEIZNXAIMI-UHFFFAOYSA-N,COC1=NC(=NC=C1C=O)C(F)(F)F,COc1nc(C(F)(F)F)ncc1C=O
VSWUGTXMAKEEIB-UHFFFAOYSA-N,C1=CC(=C(C=C1F)N2C(=CC=N2)C=O)F,O=Cc1ccnn1-c1cc(F)ccc1F
NNHZOJJIBZMDKR-UHFFFAOYSA-N,C(=O)C1=C(N=C(S1)NC=O)F,O=CNc1nc(F)c(C=O)s1
JWIJKYDBBTYYPR-UHFFFAOYSA-N,C1C(CN1CC(C=O)C2=C(C=C(C=C2)F)CN)CS(=O)(=O)C3=CC=C(C=C3)F,NCc1cc(F)ccc1C(C=O)CN1CC(CS(=O)(=O)c2ccc(F)cc2)C1
JOTIMGOWEJJIMS-UHFFFAOYSA-N,CC1=CC=C(S1)C2=NC(=C(C(=C2C=O)CNC)F)NC3CCOCC3N,CNCc1c(F)c(NC2CCOCC2N)nc(-c2ccc(C)s2)c1C=O
PAIVGFRXYIGODL-UHFFFAOYSA-N,CC(=CCC(C=O)C(=C)C)C,C=C(C)C(C=O)CC=C(C)C
IUTBABHZUVULFL-UHFFFAOYSA-N,CCC1=C(C2=C(N1CC)C=CC(=C2)F)C=O,CCc1c(C=O)c2cc(F)ccc2n1CC
FVIJRDWHLZYXAQ-UHFFFAOYSA-N,CSC1=CN=C(N1)C=O,CSc1cnc(C=O)[nH]1
RTJOOTKMWROHPZ-UHFFFAOYSA-N,CN(C)C1=NC=C(C(=C1F)C=O)Br,CN(C)c1ncc(Br)c(C=O)c1F
NYMFXDDNFNUFPF-UHFFFAOYSA-N,C1COC2=C(C=C(C=C2O1)CF)CCC=O,O=CCCc1cc(CF)cc2c1OCCO2
IWHUFZRWTRAJBG-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C)C2=CC=C(O2)C=O,Cc1ccc(C)c(-c2ccc(C=O)o2)c1
WGUDMZABFKPMJC-UHFFFAOYSA-N,C1=CC(=CC(=C1)C(F)(F)F)CC2=NC(=CO2)CC=O,O=CCc1coc(Cc2cccc(C(F)(F)F)c2)n1
VTTUFITVWOHFST-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)C2=C(C=C3N(C2=O)C(=CS3)Cl)C=O,O=Cc1cc2scc(Cl)n2c(=O)c1-c1cccc(F)c1
ISIQUBZHAGNVKP-UHFFFAOYSA-N,CN1CCC2=C(NC=C2C1=O)C=O,CN1CCc2c(c[nH]c2C=O)C1=O
XVQREFPMZFWTJZ-UHFFFAOYSA-N,C[Se]CCC=O,C[Se]CCC=O
LNVHSWGKFMSVGE-UHFFFAOYSA-N,CCCC1=CC=C(N1CC2=CC=C(C=C2)F)C=O,CCCc1ccc(C=O)n1Cc1ccc(F)cc1
GUWQPBKKBQKGJU-UHFFFAOYSA-N,CN1C(=NC(=C1C2=CC=NC=C2)C3=CC=CC=C3)C=O,Cn1c(C=O)nc(-c2ccccc2)c1-c1ccncc1
QBVSWFTTYOWICW-UHFFFAOYSA-N,CC1=C(C(=C(N=C1C)OC)C=O)C,COc1nc(C)c(C)c(C)c1C=O
YOTZZLQUTCMDDD-RFWSLAADSA-N,COC(=O)N1[C@H]([C@H]2[C@](O2)(C3=CC=CC=C31)C=O)C#C/C=C\C#C[Si](C)(C)C,COC(=O)N1c2ccccc2[C@@]2(C=O)O[C@H]2[C@@H]1C#C/C=C\C#C[Si](C)(C)C
VRTUJVOCNBBHPX-UHFFFAOYSA-N,CC(C1=CC(=C(C=C1)CBr)F)N2C=CC3=CC(=CN=C32)C=O,CC(c1ccc(CBr)c(F)c1)n1ccc2cc(C=O)cnc21
XLHPYLOJRYZPLW-AWEZNQCLSA-N,B(C1=CC(=CC(=C1)F)C(=O)N(CC[C@@H](C=O)N)CC2=CC(=C(C(=C2)B(O)O)F)F)(O)O,N[C@H](C=O)CCN(Cc1cc(F)c(F)c(B(O)O)c1)C(=O)c1cc(F)cc(B(O)O)c1
DDIIPNQPCHJQAG-UHFFFAOYSA-N,CC1=C(C2=CC=CC=C2O1)C(=N)C3=C(C=C(N=C3)C=O)NCC(F)(F)F,Cc1oc2ccccc2c1C(=N)c1cnc(C=O)cc1NCC(F)(F)F
DSTVNUAGHIVTBL-UHFFFAOYSA-N,C1=CC(=CC=C1F)S(NC(CCO)C=O)(O)O,O=CC(CCO)NS(O)(O)c1ccc(F)cc1
ZAMORTXKTIZGMY-RCBQFDQVSA-N,C1CC(=O)N2C=CC[C@H](N2C(=O)[C@H]1NC(=O)C3=CC(=C(C=C3)F)F)C(=O)N[C@@H](CC(=O)O)C=O,O=C[C@H](CC(=O)O)NC(=O)[C@@H]1CC=CN2C(=O)CC[C@H](NC(=O)c3ccc(F)c(F)c3)C(=O)N12
RMQPPPQFPFUTDZ-UHFFFAOYSA-N,CC1=CC(=C(C(=N1)C)C=O)Cl,Cc1cc(Cl)c(C=O)c(C)n1
CYSJLLCYCWXARG-XUQKIGAKSA-N,CC([C@H]([C@](C)([C@@H]([C@H](C=O)O)O)O)O)O,CC(O)[C@@H](O)[C@@](C)(O)[C@H](O)[C@@H](O)C=O
PHTXLWFZUASDIV-UHFFFAOYSA-N,C(C(C(C(C=O)O)F)O)O,O=CC(O)C(F)C(O)CO
RWBWGPOCLCSFDM-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)C2=NOC(=C2)C=O,Cc1cccc(C)c1-c1cc(C=O)on1
QRBXYIYZWZGINC-UHFFFAOYSA-N,CC1=C(C=C(O1)C2=CC=CC=C2)C=O,Cc1oc(-c2ccccc2)cc1C=O
AJHNDQNRUYYWRP-DPDLHNOKSA-N,C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CCC3=COC=C3)CCC=C2C(=O)OC)C=O,COC(=O)C1=CCC[C@@H]2[C@@](C)(CCc3ccoc3)[C@H](C)CC[C@@]12C=O
BHQOHCPOJVBHEW-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(C)C=O,CCOc1ccc(C(C)C=O)cc1
LSKWSYAZMJJORH-UHFFFAOYSA-N,CCC(C=O)OC1(CCN(CC1)CCC2=CC(=CC=C2)F)CN(C)C(C)C,CCC(C=O)OC1(CN(C)C(C)C)CCN(CCc2cccc(F)c2)CC1
NKUWBLBSBRUEQK-UHFFFAOYSA-N,C(C=O)C(=O)NC(CC(=O)O)C(=O)O,O=CCC(=O)NC(CC(=O)O)C(=O)O
CUAPXTUXPBMDNT-UHFFFAOYSA-N,CC(C)(CC(C=O)(C(F)(F)F)O)C1=C(C=C(C=C1)OC)F,COc1ccc(C(C)(C)CC(O)(C=O)C(F)(F)F)c(F)c1
FZCAMGQDMZLCOH-UHFFFAOYSA-N,CCCC1=C(N(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C5CCCCC5)C=O,CCCc1c(C=O)n(C2CCCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
NDGIYFSWJGZTRC-UHFFFAOYSA-N,CN1C(=C(C=N1)C=O)N,Cn1ncc(C=O)c1N
NGFNZCVNNNEOTH-UHFFFAOYSA-N,C1C(=CC=CC1(C=O)Br)F,O=CC1(Br)C=CC=C(F)C1
GYECXLGHEDTEPU-UHFFFAOYSA-N,C1=CC(=C(C(=C1C2=NC(=CC(=C2)C=O)F)Cl)Cl)Cl,O=Cc1cc(F)nc(-c2ccc(Cl)c(Cl)c2Cl)c1
JASCDGQBESYMSM-UHFFFAOYSA-N,CC(C1=C(C=C2C(=C1)C=NN2C)F)C3=CN=C4N3N=C(C=C4)CC=O,CC(c1cc2cnn(C)c2cc1F)c1cnc2ccc(CC=O)nn12
KNBYXSFVKAEZEE-UHFFFAOYSA-N,CC(C)(C)COC1=C(C=CC(=C1)C2(CC2)NSCCCCCC(CC=O)C(=O)NC)F,CNC(=O)C(CC=O)CCCCCSNC1(c2ccc(F)c(OCC(C)(C)C)c2)CC1
JFDCUMGUPWFMPV-UHFFFAOYSA-N,CC1=CC(=CC(=C1)F)C2=CN=C(C(=C2N3CCNCC3)C=O)NC,CNc1ncc(-c2cc(C)cc(F)c2)c(N2CCNCC2)c1C=O
ICNPSFWIEZFJSW-OYLFLEFRSA-N,CC1=C(C(=NC=C1C=O)O[C@@H]2C[C@@]3(CNC4=NN=C(C=C4N3C2)C5=C(C(=CC=C5)F)O)C(F)F)C,Cc1c(C=O)cnc(O[C@H]2CN3c4cc(-c5cccc(F)c5O)nnc4NC[C@@]3(C(F)F)C2)c1C
OCIZBQLJYZEHRI-UHFFFAOYSA-N,CN(CCN1C=C(C2=CC=CC=C21)C=O)C3=CC=CC=C3,CN(CCn1cc(C=O)c2ccccc21)c1ccccc1
KNVMPMOUYCPCJH-UHFFFAOYSA-N,CCOC1=CC=CC(=C1)N2C=C(N=C2C3=C(C=C(C=C3)C)F)C=O,CCOc1cccc(-n2cc(C=O)nc2-c2ccc(C)cc2F)c1
KDBQZOZTDIINNB-DHBLJYIZSA-N,CCCC[C@H](CC=O)/C(=C/C1=CC=CC=C1)/S(=O)C2=CC=CC3=CC=CC=C32,CCCC[C@H](CC=O)/C(=C/c1ccccc1)S(=O)c1cccc2ccccc12
DJQVMEDIAQBVKS-UHFFFAOYSA-N,C1C=C(C=NC(=N1)CN2C=C(N=C2C=O)C(F)(F)F)Cl,O=Cc1nc(C(F)(F)F)cn1CC1=NCC=C(Cl)C=N1
JGZNVKIZGUJXTJ-WRSVWVKZSA-N,C[C@H](C(F)(F)F)OC1=CC=C(C=C1)N2CCC3(C2=O)CCC(CC3)C=O,C[C@@H](Oc1ccc(N2CCC3(CCC(C=O)CC3)C2=O)cc1)C(F)(F)F
GSGZQSCUURNJOL-UHFFFAOYSA-N,CC(C)CC(C=O)N(C)S(=O)(=O)C1=C(C=C(C(=C1)C2=CC(=CC=C2)C(=O)OC(C)(C)C)Cl)F,CC(C)CC(C=O)N(C)S(=O)(=O)c1cc(-c2cccc(C(=O)OC(C)(C)C)c2)c(Cl)cc1F
NGHBOIDBHKXMER-UHFFFAOYSA-N,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C=O)SC(F)F)N)Cl)C(F)(F)F,Nc1c(SC(F)F)c(C=O)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl
DWLNQTADSNVDPP-UHFFFAOYSA-N,C1=CN(C(=O)C(=C1)C=O)C2=CC(=C(C=C2)NC(=O)C3=NC=CN=C3C(=O)NC4=NC=C(C=C4)Cl)F,O=Cc1cccn(-c2ccc(NC(=O)c3nccnc3C(=O)Nc3ccc(Cl)cn3)c(F)c2)c1=O
VDUFBAROEHLIMD-UHFFFAOYSA-N,CC(C)(C)OC(=O)CCOCC=O,CC(C)(C)OC(=O)CCOCC=O
XNPGJWSKOVKJIL-UHFFFAOYSA-N,C1=C(C=C(C2=C1N(C(=C2CC=O)F)F)F)F,O=CCc1c(F)n(F)c2cc(F)cc(F)c12
WNYDPRMLBXACDB-UHFFFAOYSA-N,CC1(CCOC(C1)C2=CC(=NN2COC)C=O)SC3=CC=CC(=C3)C(F)(F)F,COCn1nc(C=O)cc1C1CC(C)(Sc2cccc(C(F)(F)F)c2)CCO1
ZRKCFYFNQQKTEO-QABMSTFYSA-N,C[C@@](C=O)(C1=CC=C(C=C1)C(C)(C)C)[C@@H](CC(=O)C2=NC=CN2C3=CC=CC=C3)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)[C@H](CC(=O)c1nccn1-c1ccccc1)[C@](C)(C=O)c1ccc(C(C)(C)C)cc1
MXFPSVAXYVNXCU-UHFFFAOYSA-N,C1=C(C(=O)C(=C(N1)CCl)C(F)F)C=O,O=Cc1c[nH]c(CCl)c(C(F)F)c1=O
OJIYDBNGZBZGCR-UHFFFAOYSA-N,CCC(C=O)C1=CC2=CC=CC=C2C=C1,CCC(C=O)c1ccc2ccccc2c1
QINUGCMONNYJQQ-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)F)Br)C(C)CC=O,Cc1cc(F)c(Br)c(C(C)CC=O)c1
LGAAZYGQNRYFPI-UHFFFAOYSA-N,C1=C(C=C(N=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)F)C=O,O=Cc1cc(F)nc(-c2cc(Cl)c(Cl)c(Cl)c2)c1
LMFSIBVAUZEDDX-UHFFFAOYSA-N,CC1=NC(=C(N1)CCC2=CC=C(C=C2)F)C=O,Cc1nc(C=O)c(CCc2ccc(F)cc2)[nH]1
PVIWQAYKXLZZAK-YJYMSZOUSA-N,CC1([C@@H]2CCC[C@@](C2=O)(C3=C1C4=CC=CC=C4N3C)C=O)C,Cn1c2c(c3ccccc31)C(C)(C)[C@@H]1CCC[C@@]2(C=O)C1=O
WHHAMHZHMLLQOA-FBMWCMRBSA-N,C1CC2=CC=CC=C2[C@@H](C1C=O)C3=CC=C(C=C3)F,O=CC1CCc2ccccc2[C@@H]1c1ccc(F)cc1
MPLGIGIOVUTMJA-UHFFFAOYSA-N,CC1CCCC(C1C=O)(C)C,CC1CCCC(C)(C)C1C=O
SHOYGVOKVOPITR-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)[N+](=O)[O-])I)C=O)C(F)F,O=Cc1c(C(F)F)cnc([N+](=O)[O-])c1I
NXIMDUSXJKWBOV-UHFFFAOYSA-N,C1CCC(C1)C2=NN(C(=C2C=O)Cl)C3=CC(=CC=C3)F,O=Cc1c(C2CCCC2)nn(-c2cccc(F)c2)c1Cl
ILLDTHKHRCIREF-UHFFFAOYSA-N,C1=C(C=NN1F)C=O,O=Cc1cnn(F)c1
URNKRKRXAPLEMQ-QWRGUYRKSA-N,C1=CC=C(C=C1)C[C@@H](C=O)NC(=O)[C@H](CC(=O)N)N,NC(=O)C[C@H](N)C(=O)N[C@H](C=O)Cc1ccccc1
FNJPZVLQUXWCFU-UHFFFAOYSA-N,CC1=C(C=C(O1)C(=O)O)C=O,Cc1oc(C(=O)O)cc1C=O
NCQSIBOEMNVOJS-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C(=O)C(C=O)C2=CC=CC=C2)Br,Cc1cccc(C(=O)C(C=O)c2ccccc2)c1Br
YILYMJBPLFCXEB-UHFFFAOYSA-N,C1=CC2=C(C=C1Br)NC(=N2)C=O,O=Cc1nc2ccc(Br)cc2[nH]1
HHJMYHGUTGUKRJ-INIZCTEOSA-N,CCNC[C@H](CC=O)N(CC1=C(C=CC=C1Cl)F)C2=CC(=C(C=C2)C#N)Cl,CCNC[C@H](CC=O)N(Cc1c(F)cccc1Cl)c1ccc(C#N)c(Cl)c1
CCYXEHOXJOKCCJ-UHFFFAOYSA-N,C(CCC=O)CCN,NCCCCCC=O
MJLLBSOKJNZCMT-UHFFFAOYSA-N,C1=CNC(=C1C=O)F,O=Cc1cc[nH]c1F
JREVKQMXGBTVKI-UHFFFAOYSA-N,C1CCC(CC1)(C=O)C2=CC(=CC=C2)F,O=CC1(c2cccc(F)c2)CCCCC1
GBPQMZPQCYOGLI-PFGBXZAXSA-N,C1C[C@@H]2CC(CC[C@@H]2C[C@@H]1C=O)C3=CC(=C(C(=C3)F)Cl)F,O=C[C@@H]1CC[C@@H]2CC(c3cc(F)c(Cl)c(F)c3)CC[C@@H]2C1
VDRSQTNEZQISHU-UHFFFAOYSA-N,C1=CN(C(=C1)C2=CC=C(S2)C=O)C3=CC=C(C=C3)F,O=Cc1ccc(-c2cccn2-c2ccc(F)cc2)s1
XSPQXOVULWOLMR-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=C(C(=C(C=C2)Br)C3=CC4=CC=CC=C4O3)C#N)C=O)Cl,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(Br)c(-c2cc3ccccc3o2)c1C#N
RAPZCTHHNBRKMP-UHFFFAOYSA-N,C1=C(C(=CN=C1I)C(F)(F)F)C=O,O=Cc1cc(I)ncc1C(F)(F)F
QUUNFTRQJBUFNY-UHFFFAOYSA-N,C1C(C1(C2=CC=CC=C2)C3=CC=CC=C3)C=O,O=CC1CC1(c1ccccc1)c1ccccc1
AMWCGVSUULGHDO-UHFFFAOYSA-N,CCOC(=O)C1=NC=C2C(=C1)C(=CN2S(=O)(=O)C3=CC=CC=C3)C=O,CCOC(=O)c1cc2c(C=O)cn(S(=O)(=O)c3ccccc3)c2cn1
MAPMFHTXTRRUBT-UHFFFAOYSA-N,CC1=CC2(CCC1(C)C=O)OCCO2,CC1=CC2(CCC1(C)C=O)OCCO2
XOGJBKWFLRETGW-UHFFFAOYSA-N,C1=C(C(=NN=N1)C=O)N,Nc1cnnnc1C=O
SNMKNVLTLJWABL-UHFFFAOYSA-N,COC1=CCC(C(=C1)C2=CC=C(C=C2)F)(C=O)Br,COC1=CCC(Br)(C=O)C(c2ccc(F)cc2)=C1
NWOAHSDBLWFXAG-UHFFFAOYSA-N,C1CCN(CC1)C2=NC=C(S2)C=O,O=Cc1cnc(N2CCCCC2)s1
OLEGCIQDTUITFW-LJISPDSOSA-N,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)C3=CC=C(C=C3)F)C=O,CN1[C@H]2CC[C@@H]1[C@@H](C=O)[C@@H](c1ccc(F)cc1)C2
AHHJHBQRPHHPGD-UHFFFAOYSA-N,CC(CC(C(F)(F)F)C(F)(F)F)C=O,CC(C=O)CC(C(F)(F)F)C(F)(F)F
QYKIODNNILCZTA-UHFFFAOYSA-N,CCOC(=O)C1=CC(=CC(=N1)C=O)C2=CC=C(C=C2)F,CCOC(=O)c1cc(-c2ccc(F)cc2)cc(C=O)n1
JBQUZAYNOCFKTR-UHFFFAOYSA-N,C1=C(C=NC(=C1F)Cl)C2=NC=C(N2)C=O,O=Cc1cnc(-c2cnc(Cl)c(F)c2)[nH]1
BCHZBCUSLXDECL-WRNCNIFXSA-N,C[C@]12CC[C@]3([C@H]([C@@H]1C[C@H](C2)O)CCC4=C3C=CC(=C4)O)C=O,C[C@]12CC[C@]3(C=O)c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)C2
NLMMXUBXFPXMCD-UHFFFAOYSA-N,C1C(C1C2=CC=C(C=C2)Br)C=O,O=CC1CC1c1ccc(Br)cc1
MBXSGKAJJTXUPP-UHFFFAOYSA-N,CCC1=C(NN2C1=NC(=CC(=NC=C2)N3C(=C(C(=N3)C)C=O)C)N)C4=CC=C(C=C4)F,CCc1c(-c2ccc(F)cc2)[nH]n2ccnc(-n3nc(C)c(C=O)c3C)cc(N)nc12
OWKZUAZRATXXGA-UHFFFAOYSA-N,C1=CC=C(C=C1)CN(CC=O)C(C#N)C(F)(F)F,N#CC(N(CC=O)Cc1ccccc1)C(F)(F)F
ZMNQSCRRSLWYFU-UHFFFAOYSA-N,CC1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])C2=CC=C(O2)C=O,Cc1cc(-c2ccc(C=O)o2)c([N+](=O)[O-])cc1C(F)(F)F
ICBIJHDMQJFKBY-UHFFFAOYSA-N,CCC1=C(SC(=N1)N(C)C2=CC=C(C=C2)F)C=O,CCc1nc(N(C)c2ccc(F)cc2)sc1C=O
JDRCQHULGJXKNS-UHFFFAOYSA-N,CN1N=CC(=N1)SN2CCC3=CC4=C(CC3(C2)C=O)C=NN4C5=CC=C(C=C5)F,Cn1ncc(SN2CCC3=Cc4c(cnn4-c4ccc(F)cc4)CC3(C=O)C2)n1
MZZRKEIUNOYYDF-BDAKNGLRSA-N,C[C@@H]1C=C(CC[C@H]1C=O)C,CC1=C[C@@H](C)[C@H](C=O)CC1
XZEYVIYNVBORHB-UHFFFAOYSA-N,C1=CC=C(C=C1)CN2C(=C(N=N2)C=O)C3=CC(=C(C=C3)F)F,O=Cc1nnn(Cc2ccccc2)c1-c1ccc(F)c(F)c1
UYIOKNRSJYNWKX-UHFFFAOYSA-N,CC1=C(C=CC(=C1)F)C2=NC=C(S2)C=O,Cc1cc(F)ccc1-c1ncc(C=O)s1
KLEUKYWNGZCSRV-UHFFFAOYSA-N,C1CC(CC1CC2(CCOC2)C=O)(F)F,O=CC1(CC2CCC(F)(F)C2)CCOC1
YPZMPEPLWKRVLD-UHFFFAOYSA-N,C(C(C(C(C(C(C=O)O)O)O)O)O)O,O=CC(O)C(O)C(O)C(O)C(O)CO
MERLHWHNDZZBFB-UHFFFAOYSA-N,C1=CC(=CC(=C1)Br)N2C=C(C(=N2)C3=NC=C(C=C3)F)C=O,O=Cc1cn(-c2cccc(Br)c2)nc1-c1ccc(F)cn1
YLQPSXZFPBXHPC-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1CC(C)C=O,CC(C=O)Cc1ccccc1C(C)C
VMWJZMSNIHEFEC-UHFFFAOYSA-N,CC(CC=O)(C1=CC=CC=C1)C(=O)C2CCCCC2,CC(CC=O)(C(=O)C1CCCCC1)c1ccccc1
DMOMXARDSOBHQZ-UHFFFAOYSA-N,C1=CC(=C(C=C1F)F)C2=NOC=C2C=O,O=Cc1conc1-c1ccc(F)cc1F
NECLRKWCWAVXSY-KDXUFGMBSA-N,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](C(=O)O)O)O)NC(=O)C,CC(=O)N[C@@H]([C@@H](O)[C@H](O)C(=O)O)[C@H](C=O)NC(C)=O
BRUOSSYSVOZZNY-UHFFFAOYSA-N,CC(C)NC1=NN=C(N1CC(F)(F)F)C=O,CC(C)Nc1nnc(C=O)n1CC(F)(F)F
RQSCMDBJKBGRAP-UHFFFAOYSA-N,CC1N2C(S1)C(C(=O)C3=CC(=C(N=C32)F)F)C=O,CC1SC2C(C=O)C(=O)c3cc(F)c(F)nc3N12
ANDRSMSEUBWDCW-UHFFFAOYSA-N,CC1=NN=C2N1C=CC=C2COC3=CN=C(C=C3C=O)OC,COc1cc(C=O)c(OCc2cccn3c(C)nnc23)cn1
AKHQNRWSLZLFOP-HIFRSBDPSA-N,C[C@H](C=O)[C@@H](C1=CC=CC=C1)O[Si](C)(C)C(C)(C)C,C[C@H](C=O)[C@H](O[Si](C)(C)C(C)(C)C)c1ccccc1
NOTGZEPOTRGWIL-UHFFFAOYSA-N,C1CN(CCC1C(F)(F)F)C2=CSC(=C2)C=O,O=Cc1cc(N2CCC(C(F)(F)F)CC2)cs1
UKDPZUFITNKRPL-UHFFFAOYSA-N,CC1CN(CCC1C=O)C2=C3C=C(C=C(C3=NC=C2C#N)F)C(F)F,CC1CN(c2c(C#N)cnc3c(F)cc(C(F)F)cc23)CCC1C=O
JZMPSIUWTYKKET-UHFFFAOYSA-N,COC1=CC(=C(C=C1)C2=C(C3=C(O2)C=C(C=C3)OC)C=O)O,COc1ccc(-c2oc3cc(OC)ccc3c2C=O)c(O)c1
HDMQMLYXGVNXMQ-UHFFFAOYSA-N,C1=C(C=C(C(=C1C=CCC=O)Cl)F)Cl,O=CCC=Cc1cc(Cl)cc(F)c1Cl
GLJHYRHVMQIOHP-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(C=O)C1=C(C=C(C=C1)F)F,CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1F
KAKLXOGRVNKBQR-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=NOC(=C2)C=O,COc1ccc(-c2cc(C=O)on2)cc1
JXHKKHYKXAWCMG-UHFFFAOYSA-N,C(=CC(C=O)C(C(=O)N)N)C#CC(=O)C(=O)N,NC(=O)C(=O)C#CC=CC(C=O)C(N)C(N)=O
WPLFBLLHLCNKQN-UHFFFAOYSA-N,COC(=O)NCC(CC=O)C1=CC=C(C=C1)F,COC(=O)NCC(CC=O)c1ccc(F)cc1
FZCAKEUIMZZQHS-UHFFFAOYSA-N,C=CC1=CC=C(C=C1)C(C=O)C(F)(F)F,C=Cc1ccc(C(C=O)C(F)(F)F)cc1
WPAMXMMNFLEEEW-UHFFFAOYSA-N,CC(C)(C)C1=CC(=C(O1)CO)C=O,CC(C)(C)c1cc(C=O)c(CO)o1
OJQXNMYAPQDHQE-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)NC2=CN=C(N(C2=O)CC=O)C3=CC=C(C=C3)F,O=CCn1c(-c2ccc(F)cc2)ncc(NC(=O)OCc2ccccc2)c1=O
GAYQJNBOKKXKQE-UHFFFAOYSA-N,C1=C(SC=C1S(=O)(=O)Cl)C=O,O=Cc1cc(S(=O)(=O)Cl)cs1
IPNAPLTWSSPDQL-UHFFFAOYSA-N,CC(C=O)(C1=CNC2=CC=CC=C21)F,CC(F)(C=O)c1c[nH]c2ccccc12
OZKNFZSDRXGTHN-UHFFFAOYSA-N,C1=CC=C(C=C1)C(CN2C=CN=C2C=O)(F)F,O=Cc1nccn1CC(F)(F)c1ccccc1
URHFJRQIHPRKCX-UHFFFAOYSA-N,C1=CC(=CC(=C1)S(=O)CC2=CC=C(O2)C=O)C(F)(F)F,O=Cc1ccc(CS(=O)c2cccc(C(F)(F)F)c2)o1
YYQQOSVPGGLIMS-UHFFFAOYSA-N,CC(CCN1CCC(C1)CC=O)(F)F,CC(F)(F)CCN1CCC(CC=O)C1
KVYXABFCMNYYAM-UHFFFAOYSA-N,COC1=C(NC(=O)C(=C1)C(=O)NCC2=CC=C(C=C2)F)C=O,COc1cc(C(=O)NCc2ccc(F)cc2)c(=O)[nH]c1C=O
GAZBSMBYRZHGGS-UHFFFAOYSA-N,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CC=O,CC1(C)OB(c2ccc(CC=O)cc2)OC1(C)C
YZLOKGLHSNZIPS-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)C(F)F)N)CN)C=O,NCc1c(C=O)cnc(C(F)F)c1N
OVMMEEBVRYXKFW-UHFFFAOYSA-N,C1=CC(=NC=C1OCCF)C=O,O=Cc1ccc(OCCF)cn1
GFLTUCIPWAPBLN-UHFFFAOYSA-N,C=CC1CC2CCN1C(C2)C=O,C=CC1CC2CCN1C(C=O)C2
SPUZRDDLSGILAJ-UHFFFAOYSA-N,COC1=CC=CC=C1C2=C(N=NN2C3=CC(=CC=C3)F)C=O,COc1ccccc1-c1c(C=O)nnn1-c1cccc(F)c1
IDWULKZGRNHZNR-SNVBAGLBSA-N,C[C@H](CCCC(C)(C)OC)CC=O,COC(C)(C)CCC[C@@H](C)CC=O
VRNZSVDRJLNMAL-AWEZNQCLSA-N,CC(C)[C@](CC=C)(C=O)C1=CC=CC=C1,C=CC[C@@](C=O)(c1ccccc1)C(C)C
CDWAODSLFNDDEM-VIFPVBQESA-N,C1=C(C=C(C=C1Cl)Cl)[C@@](CC=O)(C(F)(F)F)O,O=CC[C@](O)(c1cc(Cl)cc(Cl)c1)C(F)(F)F
ACUPXNVLUHGAOX-UHFFFAOYSA-N,C[Si](C)(C)CC(C=O)(C1=CC=C(C=C1)F)N2C3=CC=CC=C3N=N2,C[Si](C)(C)CC(C=O)(c1ccc(F)cc1)n1nnc2ccccc21
IONDGLWATZIUBG-UHFFFAOYSA-N,CN1C2=C(N=CC=C2)N(C3=NC=CC(=C31)C=O)C,CN1c2ncccc2N(C)c2c(C=O)ccnc21
HAOZEBBUKGBJAG-UHFFFAOYSA-N,C1CC1C2=CC(=C(C=C2)F)C3=CC=C(C=C3)C(=O)N4CC(C4)(CCC=O)N,NC1(CCC=O)CN(C(=O)c2ccc(-c3cc(C4CC4)ccc3F)cc2)C1
XWSMFVZBBFQSQU-UHFFFAOYSA-N,CC1=CC2=C(C=C1)NC(=C2C=O)C3=CC(=CC=C3)F,Cc1ccc2[nH]c(-c3cccc(F)c3)c(C=O)c2c1
