block,n_feats,MAE,RMSE,R2
2D_only,48,3.4518751015008693,5.044705692487787,0.3943359159148644
aldehydes_only,54,2.9466613145261813,4.508460147768052,0.5162548523694261
product_only,54,2.6539212820038007,4.231517303126972,0.573859909599576
donor+acceptor,102,2.942123899005848,4.5004525849975945,0.517971704466393
all_raw_blocks,140,2.2809083802345347,3.7833634969169294,0.6593438058466834
all+interaction,140,2.2809083802345347,3.7833634969169294,0.6593438058466834
mordred_only,120,3.002546868976109,4.554842706789415,0.5062502150448511
all_raw_blocks+mordred,260,2.2686463611161143,3.7668933312860533,0.6623033160588077
