block,n_feats,MAE,RMSE,R2
2D_only,48,4.391119520106228,5.874349164620259,0.5434198673370491
aldehydes_only,54,3.994159634284935,5.392710328446762,0.6152207167314998
product_only,54,3.698948733220162,5.023285256072044,0.666133243367405
donor+acceptor,102,4.011644716685328,5.414788182719639,0.6120636806684692
all_raw_blocks,140,3.1263498029595858,4.325262552608332,0.7524730751001587
all+interaction,150,3.1470321146221885,4.356045810749431,0.7489371971718042
